Darda,Product Lifecycle Management (PLM) Software,2,2,2,3,3,1
Seline,Quality Assurance Management System,3,1,3,1,1,3
Jo ann,Event Planning and Management Software,2,2,3,2,3,2
Melonie,Market Research Analysis Tool,1,3,1,1,2,3
Courtnay,Workflow Automation Platform,3,2,1,2,1,1
Basilio,Vendor Relationship Management (VRM) Platform,2,2,3,1,3,2
Emmalee,Customer Support Ticket System,1,1,3,3,3,3
Spence,Business Intelligence Dashboard,2,3,1,1,2,2
Ernestine,Procurement Management Solution,1,2,2,3,3,3
Shellie,Document Collaboration Platform,3,3,1,1,1,3
Webb,Sales Forecasting Application,2,1,3,2,3,3
Moe,Producti,2,3,1,1,1,1
Nollie,Quality Assurance Management System,2,1,1,3,2,3
Harris,Inventory Management Software,2,1,3,1,1,1
Kennan,Sales Forecasting Application,1,1,3,3,1,3
Alyce,Vendor Relationship Management (VRM) Platform,3,1,1,3,3,2
Annaliese,Customer Feedback Management Tool,2,2,1,2,1,3
Tabbie,Event Planning and Management Software,2,1,3,3,3,2
Ginevra,Facility Management System,2,3,2,2,2,3
Britteny,Project Planning Tool,2,1,2,2,3,3
Maureene,Sales Dashboard,1,2,1,1,1,3
Larine,Workflow Automation Platform,1,3,3,3,2,1
Aristotle,Vendor Relationship Management (VRM) Platform,1,2,1,2,1,3
Amalle,Help Desk Ticketing System,1,2,3,3,3,1
Kelvin,Sales Forecasting Application,3,2,2,2,3,3
Alyce,Facility Management System,1,2,3,1,2,3
Bram,Marketing Campaign Tracker,3,1,2,2,2,3
Rutledge,Sales Dashboard,2,3,2,3,1,3
Peggie,Procurement Management Solution,2,1,3,3,3,1
Amerigo,Quality Assurance Management System,3,1,3,3,3,3
Dorie,Supply Chain Optimization Platform,3,3,2,3,1,3
Nydia,Supply Chain Optimization Platform,3,3,2,3,2,1
Anatollo,Sales Dashboard,2,3,3,3,1,1
Agosto,Sales Forecasting Application,3,3,3,2,1,1
Alexina,Field Service Management Software,3,2,1,3,2,1
Herold,Supply Chain Optimization Platform,3,1,1,2,1,3
Peggie,Event Planning and Management Software,1,2,3,2,1,1
Leonelle,Field Service Management Software,1,2,2,2,3,3
Delia,Inventory Management Software,2,1,1,2,3,1
Kimbell,Project Planning Tool,3,3,2,2,3,3
Roxanne,Event Planning and Management Software,3,3,3,1,1,3
Jobye,Help Desk Ticketing System,1,2,1,1,3,1
Amalle,Training and Development Platform,3,1,1,1,3,2
Arch,Compliance Monitoring System,2,1,2,1,2,2
Eada,Field Service Management Software,2,3,1,2,1,1
Niccolo,Facility Management System,1,3,2,3,3,1
Myrtie,Inventory Management Software,2,2,2,1,2,3
Deana,Product Lifecycle Management (PLM) Software,1,2,2,2,2,2
Mae,Order Management System,2,2,3,2,3,3
Alanson,Employee Performance Appraisal Tool,3,2,3,1,2,1
Pansy,Sales Forecasting Application,3,3,1,1,2,3
Minta,Inventory Management Software,2,2,1,1,3,3
Jacques,Event Planning and Management Software,3,3,3,1,1,2
Sissy,Project Planning Tool,1,2,2,1,3,1
Lise,Producti,1,3,1,3,3,3
Rayna,Quality Assurance Management System,3,3,3,1,2,1
Christiano,Field Service Management Software,1,1,2,2,3,1
Siana,Facility Management System,1,1,2,2,1,3
Hermie,Project Planning Tool,1,1,2,2,1,3
Jedd,Market Research Analysis Tool,1,3,3,2,2,3
Laura,Sales Forecasting Application,1,3,2,1,2,1
Charlie,Quality Assurance Management System,3,1,2,2,3,1
West,Expense Report Management Software,3,2,1,3,3,1
Olympia,Producti,2,2,2,3,1,3
Rivi,Accounts Payable Automation,1,3,3,2,2,3
Lib,Market Research Analysis Tool,2,2,1,1,3,2
Lindie,Field Service Management Software,1,3,1,3,3,2
L;urette,Order Management System,3,3,3,3,2,3
Cornelle,Project Planning Tool,1,3,2,2,2,3
Bendix,Field Service Management Software,2,1,1,1,3,3
Arch,Asset Tracking Application,1,1,3,1,3,2
Alis,Employee Performance Appraisal Tool,2,2,1,1,2,3
Jobye,Producti,1,3,3,2,2,1
Fredra,Project Planning Tool,1,1,3,1,3,1
Rand,Producti,3,3,2,1,3,3
Ameline,Inventory Management Software,1,3,1,3,3,1
Myrna,Product Lifecycle Management (PLM) Software,2,1,3,3,1,3
Gwynne,Quality Assurance Management System,2,1,3,2,2,1
Hamilton,Project Planning Tool,2,3,2,3,3,3
Sybille,Vendor Relationship Management (VRM) Platform,3,1,1,2,3,3
Oralle,Inventory Management Software,2,3,3,3,2,3
Valery,Field Service Management Software,1,2,3,1,3,2
Laverne,Training and Development Platform,1,1,3,3,3,3
Cristina,Marketing Campaign Tracker,1,2,3,1,3,2
Jenny,Customer Support Ticket System,2,3,1,2,2,3
Arlette,Procurement Management Solution,1,3,1,2,3,3
Ernestine,Field Service Management Software,1,2,2,1,2,1
Lanny,Workflow Automation Platform,3,2,3,2,2,2
Dodie,Customer Support Ticket System,1,3,3,3,1,1
Wes,Document Collaboration Platform,2,1,1,2,2,2
Noreen,Producti,2,2,2,1,2,1
Hamnet,Project Planning Tool,2,1,1,1,1,2
Yoshiko,Project Planning Tool,2,2,3,2,3,2
Terrel,Customer Feedback Management Tool,1,1,2,2,2,1
Lucia,Customer Support Ticket System,3,2,2,3,2,2
Wenonah,Quality Assurance Management System,1,2,2,1,3,1
Sibel,Employee Performance Appraisal Tool,3,2,3,2,3,1
Agosto,Business Intelligence Dashboard,3,3,1,2,3,1
Ulrica,Supply Chain Optimization Platform,1,1,1,2,3,1
Bruis,Product Lifecycle Management (PLM) Software,2,2,1,2,2,1
Jonah,Customer Relationship Management (CRM) System,2,1,2,2,1,3
Kerrill,Customer Support Ticket System,1,3,3,3,2,1
Rickie,Workflow Automation Platform,2,2,1,2,1,3
Mae,Supply Chain Optimization Platform,1,3,2,3,1,3
Keelby,Inventory Management Software,2,2,2,3,2,1
Marigold,Expense Report Management Software,1,1,3,3,2,2
Staffard,Facility Management System,3,3,1,1,2,1
Barbie,Risk Management Software,1,3,2,3,1,3
Saunderson,Risk Management Software,3,1,1,2,3,2
Hamnet,Event Planning and Management Software,3,1,1,1,1,1
Faunie,Inventory Management Software,2,3,2,2,1,3
Barrie,Facility Management System,3,3,2,1,3,3
West,Market Research Analysis Tool,2,2,3,3,1,2
Regine,Project Planning Tool,1,3,3,1,1,2
Avery,Customer Feedback Management Tool,1,2,1,2,3,2
Payton,Accounts Payable Automation,3,3,3,3,3,3
Orelie,Sales Dashboard,1,2,1,3,3,1
Rayna,Asset Tracking Application,2,1,2,1,3,1
Lexy,Training and Development Platform,1,2,2,2,1,3
Giselle,Field Service Management Software,3,1,3,1,1,3
Cordell,Customer Feedback Management Tool,1,1,1,3,3,3
Roxanne,Risk Management Software,3,2,3,1,1,2
Larine,Customer Support Ticket System,1,1,3,2,2,2
Neila,Customer Support Ticket System,1,2,2,1,3,3
Si,Customer Support Ticket System,1,2,2,1,1,1
Lolita,Procurement Management Solution,2,1,3,3,2,3
Marcelline,Risk Management Software,1,3,3,2,3,3
Glynnis,Employee Performance Appraisal Tool,2,2,2,3,3,3
Payton,Quality Assurance Management System,3,1,3,1,3,3
Vania,Market Research Analysis Tool,2,3,2,2,3,3
Tommy,Order Management System,1,3,1,3,3,1
Veronique,Supply Chain Optimization Platform,1,2,2,3,3,3
Rutledge,Workflow Automation Platform,1,3,1,1,2,1
Rayna,Field Service Management Software,3,1,2,1,1,3
Den,Producti,3,1,2,3,2,2
Selina,Inventory Management Software,3,1,1,2,3,2
Shelba,Workflow Automation Platform,3,2,2,2,2,1
Alejandrina,Producti,1,1,1,2,1,2
Lexi,Market Research Analysis Tool,1,3,2,2,1,3
Amelie,Supply Chain Optimization Platform,3,2,1,2,3,3
Binni,Workflow Automation Platform,2,2,2,1,2,1
Nicola,Workflow Automation Platform,3,1,1,1,1,2
Florian,Employee Performance Appraisal Tool,3,1,1,1,1,1
Brigham,Compliance Monitoring System,2,2,1,3,2,2
Mag,Procurement Management Solution,3,2,3,3,1,1
Stavro,Document Collaboration Platform,1,2,3,3,1,2
Binni,Vendor Relationship Management (VRM) Platform,1,3,1,3,2,1
Terrel,Help Desk Ticketing System,3,2,3,3,1,1
Amalle,Producti,1,3,1,3,3,3
Lindie,Asset Tracking Application,3,1,3,1,2,1
Caria,Sales Forecasting Application,3,3,3,2,1,3
Lishe,Accounts Payable Automation,1,1,1,2,1,2
Shellie,Quality Assurance Management System,2,2,2,2,3,2
Tara,Compliance Monitoring System,3,2,3,3,3,2
Holly,Procurement Management Solution,3,3,3,2,1,3
Florian,Customer Support Ticket System,1,3,3,1,1,3
Liliane,Inventory Management Software,3,2,2,1,1,3
Quinton,Risk Management Software,3,1,1,3,1,2
Julee,Market Research Analysis Tool,1,2,2,1,2,1
Angelika,Training and Development Platform,1,3,3,1,2,2
Alessandro,Inventory Management Software,2,1,2,1,3,3
Avery,Training and Development Platform,1,1,2,3,1,2
Florian,Sales Forecasting Application,1,3,1,1,3,2
Conant,Market Research Analysis Tool,1,1,3,2,2,3
Veronique,Customer Relationship Management (CRM) System,1,3,2,3,1,3
Deana,Producti,3,3,3,1,2,1
Otis,Event Planning and Management Software,3,1,3,2,3,1
Xylia,Procurement Management Solution,2,2,2,1,1,2
Isahella,Facility Management System,2,1,1,1,3,3
Nola,Human Resources Information System (HRIS),2,3,1,1,1,3
Fredra,Customer Relationship Management (CRM) System,2,2,2,3,3,3
Nicola,Facility Management System,1,2,3,1,1,1
Staffard,Quality Assurance Management System,2,1,3,2,3,3
Lolita,Facility Management System,1,1,2,3,3,2
Damaris,Customer Feedback Management Tool,2,2,2,3,2,1
Peggie,Expense Report Management Software,2,3,2,2,3,2
Bebe,Sales Forecasting Application,3,2,3,1,3,1
Chery,Customer Feedback Management Tool,3,3,2,2,3,1
Angelika,Inventory Management Software,2,2,3,3,3,1
Jourdain,Customer Relationship Management (CRM) System,1,3,2,3,3,2
Merrill,Procurement Management Solution,2,3,1,1,2,3
Gwen,Accounts Payable Automation,3,1,3,2,3,1
Worthy,Compliance Monitoring System,2,3,3,1,2,1
Margette,Order Management System,2,3,1,2,3,2
Kathleen,Risk Management Software,1,3,2,1,3,2
Fredra,Order Management System,1,2,2,2,3,3
Tori,Customer Support Ticket System,3,2,1,3,2,2
Florian,Producti,1,3,1,2,1,1
Nikos,Facility Management System,1,1,3,1,3,3
Lita,Customer Feedback Management Tool,2,1,2,3,2,3
Enrichetta,Marketing Campaign Tracker,3,1,1,2,2,2
Ginevra,Risk Management Software,3,1,2,1,1,1
Wilfrid,Procurement Management Solution,1,2,3,3,2,3
Jo ann,Marketing Campaign Tracker,1,2,1,1,1,1
Lexi,Facility Management System,2,1,3,3,2,1
Jourdain,Help Desk Ticketing System,3,3,1,2,1,3
Hilary,Order Management System,2,2,2,2,1,1
Fabien,Inventory Management Software,3,1,3,3,1,2
Jandy,Sales Forecasting Application,3,3,3,3,3,3
Martina,Facility Management System,3,3,3,1,3,3
Nester,Sales Dashboard,1,3,2,2,1,3
Bay,Customer Support Ticket System,3,2,1,3,2,2
Benji,Marketing Campaign Tracker,2,3,1,1,1,2
Eada,Procurement Management Solution,2,1,2,1,1,2
Linc,Sales Dashboard,3,1,2,2,3,1
Nico,Event Planning and Management Software,1,2,2,2,2,2
Tracee,Inventory Management Software,3,2,3,1,3,3
Niven,Document Collaboration Platform,3,3,3,1,1,2
Reamonn,Sales Forecasting Application,1,1,3,2,1,3
Alessandro,Quality Assurance Management System,1,3,2,3,2,2
Marchall,Sales Forecasting Application,3,1,1,3,1,2
Adara,Field Service Management Software,3,2,1,3,1,2
Sansone,Training and Development Platform,1,2,2,1,2,2
Vaclav,Sales Forecasting Application,3,1,3,1,1,2
Amalle,Document Collaboration Platform,3,1,1,2,2,2
Lanny,Asset Tracking Application,2,1,3,1,3,2
Zachery,Supply Chain Optimization Platform,2,2,2,3,2,2
Deana,Customer Support Ticket System,3,3,2,2,1,1
Niccolo,Risk Management Software,3,2,2,3,1,1
Quintilla,Facility Management System,1,1,2,2,3,3
Justino,Field Service Management Software,3,3,2,3,3,2
Gwen,Document Collaboration Platform,3,1,3,2,3,1
Ginevra,Inventory Management Software,2,2,2,1,2,1
Ginevra,Project Planning Tool,1,3,3,2,1,1
Marlena,Producti,3,2,1,2,1,2
Laughton,Expense Report Management Software,1,2,3,1,1,3
Si,Employee Performance Appraisal Tool,2,1,3,1,2,1
Isabeau,Help Desk Ticketing System,2,1,1,1,3,2
Marlena,Procurement Management Solution,1,1,2,1,2,2
Johannes,Document Collaboration Platform,1,2,1,2,3,1
Dorotea,Sales Dashboard,2,2,2,2,3,2
Nola,Help Desk Ticketing System,3,3,1,1,3,3
Marlena,Sales Dashboard,3,1,2,3,3,1
Yoshiko,Employee Performance Appraisal Tool,2,3,3,3,3,1
Waylon,Facility Management System,2,1,3,1,1,2
Kathie,Market Research Analysis Tool,1,1,1,2,1,3
Enrichetta,Training and Development Platform,2,2,3,2,3,3
Alejandrina,Customer Feedback Management Tool,3,3,3,3,3,2
Min,Incident Reporting System,2,1,1,2,2,2
Rand,Producti,2,2,3,3,2,1
Henry,Help Desk Ticketing System,3,3,3,2,2,1
Gayler,Product Lifecycle Management (PLM) Software,1,2,2,1,3,1
Nissie,Event Planning and Management Software,2,2,1,2,3,1
Haroun,Marketing Campaign Tracker,3,1,1,1,3,2
Fabien,Order Management System,1,2,3,3,3,1
Regine,Inventory Management Software,1,1,2,3,1,2
Larine,Event Planning and Management Software,3,1,3,1,3,2
Conant,Marketing Campaign Tracker,1,2,3,3,2,1
Chevalier,Sales Dashboard,3,2,3,3,1,2
Feodor,Customer Feedback Management Tool,2,1,2,2,2,1
Hartley,Training and Development Platform,1,1,1,1,2,3
Marchall,Customer Feedback Management Tool,3,1,1,2,2,1
Sissy,Training and Development Platform,3,2,1,1,1,3
Tailor,Event Planning and Management Software,2,3,2,2,1,1
Britteny,Sales Dashboard,1,2,2,2,1,3
Emmalee,Field Service Management Software,3,3,2,2,1,3
Leslie,Product Lifecycle Management (PLM) Software,3,3,1,1,3,2
Cornall,Inventory Management Software,2,3,3,3,2,1
Sharla,Training and Development Platform,1,1,3,2,1,2
Felicle,Project Planning Tool,1,1,3,3,3,3
Rodger,Event Planning and Management Software,1,3,2,3,1,2
Merrick,Project Planning Tool,2,2,3,1,1,1
Mae,Market Research Analysis Tool,2,2,2,1,2,1
Ellynn,Customer Feedback Management Tool,3,1,1,2,3,3
Krispin,Producti,3,2,2,2,1,3
Aila,Help Desk Ticketing System,2,1,2,2,2,2
Arther,Market Research Analysis Tool,1,2,1,2,3,1
Alexina,Quality Assurance Management System,2,2,3,2,3,3
Kimbell,Market Research Analysis Tool,3,2,2,3,3,1
Damaris,Sales Forecasting Application,2,2,2,1,3,2
Sharl,Employee Performance Appraisal Tool,2,3,3,3,1,2
Fleming,Order Management System,3,3,2,2,1,2
Nissy,Risk Management Software,1,2,1,3,2,3
Kathleen,Inventory Management Software,2,3,2,1,1,2
Betsy,Supply Chain Optimization Platform,3,3,2,1,3,3
Laura,Sales Dashboard,3,3,2,3,1,3
Salomo,Customer Support Ticket System,2,1,3,1,1,3
Kippy,Human Resources Information System (HRIS),3,2,3,1,3,3
Leslie,Customer Feedback Management Tool,3,3,1,2,3,2
Jacques,Event Planning and Management Software,1,1,1,3,2,2
Tim,Human Resources Information System (HRIS),2,3,2,3,2,1
Margarette,Project Planning Tool,2,3,2,3,3,1
Marlena,Risk Management Software,3,1,3,3,3,2
Christiano,Producti,1,1,1,3,3,3
Skelly,Quality Assurance Management System,2,2,1,3,1,1
Lita,Product Lifecycle Management (PLM) Software,2,2,3,1,1,3
Charleen,Facility Management System,3,3,2,3,3,3
Lise,Sales Forecasting Application,3,3,3,3,1,2
Willey,Producti,2,2,3,3,2,2
Cherri,Training and Development Platform,2,2,2,3,2,3
Val,Customer Feedback Management Tool,3,2,3,2,2,1
Larine,Field Service Management Software,3,2,1,1,1,3
Martina,Procurement Management Solution,3,3,1,3,2,3
Deonne,Incident Reporting System,2,2,3,2,2,1
Lishe,Customer Relationship Management (CRM) System,1,2,3,2,3,1
Terrel,Order Management System,2,1,1,2,3,3
Cammy,Sales Forecasting Application,2,3,3,3,3,3
Micheil,Inventory Management Software,3,1,2,3,2,2
Shellie,Sales Dashboard,3,2,3,3,1,3
Nathanil,Customer Support Ticket System,1,2,1,1,2,3
Laughton,Inventory Management Software,3,3,3,2,3,3
Olympia,Sales Dashboard,1,3,2,1,2,3
Otis,Procurement Management Solution,3,2,3,1,3,3
Carie,Document Collaboration Platform,1,2,2,1,2,3
Rand,Event Planning and Management Software,2,1,1,1,3,3
Fanchette,Risk Management Software,1,3,1,1,1,2
Cammy,Asset Tracking Application,1,2,1,2,2,1
Bob,Employee Performance Appraisal Tool,2,2,2,3,1,2
Carie,Supply Chain Optimization Platform,2,1,3,1,1,1
Gerri,Customer Relationship Management (CRM) System,3,1,1,3,2,1
Otha,Human Resources Information System (HRIS),3,2,1,2,2,1
Florentia,Help Desk Ticketing System,1,1,3,3,3,3
Vlad,Expense Report Management Software,3,1,3,3,1,1
Siana,Sales Forecasting Application,3,3,3,2,2,2
Hartwell,Inventory Management Software,2,2,2,2,2,2
Skelly,Marketing Campaign Tracker,3,2,1,1,1,3
Charlie,Training and Development Platform,1,2,3,2,1,3
Halsy,Event Planning and Management Software,2,3,3,1,2,3
Gale,Incident Reporting System,3,2,2,2,1,2
Joanie,Vendor Relationship Management (VRM) Platform,1,3,2,1,3,1
Shayla,Training and Development Platform,1,2,3,3,2,3
Jobye,Customer Support Ticket System,2,2,1,1,2,3
Dorotea,Quality Assurance Management System,2,3,3,3,3,2
Bria,Event Planning and Management Software,1,2,2,1,2,2
Jody,Quality Assurance Management System,3,2,1,2,1,2
Jeremiah,Sales Forecasting Application,3,1,1,2,3,2
Jourdain,Training and Development Platform,2,1,1,2,2,3
Mae,Supply Chain Optimization Platform,1,3,2,1,2,3
Sile,Marketing Campaign Tracker,3,3,1,2,3,3
Siana,Customer Feedback Management Tool,1,1,3,1,1,3
Darcey,Product Lifecycle Management (PLM) Software,1,1,3,2,3,2
Jandy,Order Management System,2,1,1,2,3,1
Penelopa,Incident Reporting System,3,3,1,2,1,2
Herrick,Workflow Automation Platform,1,3,1,3,1,2
Laughton,Training and Development Platform,2,1,3,3,1,2
Amalle,Incident Reporting System,1,3,3,3,1,1
Bastian,Sales Forecasting Application,1,3,1,1,2,2
Christiano,Field Service Management Software,3,1,3,3,1,1
Laura,Customer Feedback Management Tool,3,1,2,1,2,2
Gaspar,Accounts Payable Automation,1,2,3,2,1,1
Lacey,Market Research Analysis Tool,2,1,3,2,1,1
Sayres,Risk Management Software,2,1,1,3,3,3
Si,Project Planning Tool,1,2,3,1,1,1
Gerri,Employee Performance Appraisal Tool,1,1,1,1,1,1
Ode,Customer Feedback Management Tool,2,2,2,1,3,1
Bobbi,Customer Support Ticket System,3,3,3,2,3,2
Oralie,Help Desk Ticketing System,2,3,3,3,2,1
Kerrill,Facility Management System,1,1,1,3,1,1
Christiano,Asset Tracking Application,3,3,1,3,3,2
Lorenzo,Inventory Management Software,3,1,3,2,3,3
Lise,Vendor Relationship Management (VRM) Platform,2,2,3,3,1,2
Claudina,Compliance Monitoring System,3,3,1,2,2,3
Xylia,Incident Reporting System,2,2,2,3,2,2
Den,Sales Forecasting Application,1,3,3,1,1,2
Pammy,Business Intelligence Dashboard,3,3,3,1,2,2
Avery,Customer Support Ticket System,1,3,1,3,2,3
Cammy,Procurement Management Solution,1,3,3,1,3,1
Catlin,Asset Tracking Application,2,3,1,3,2,1
Salvador,Risk Management Software,2,1,1,1,1,1
Elizabeth,Market Research Analysis Tool,2,1,1,2,2,2
Moselle,Facility Management System,3,2,2,1,3,1
Morgun,Customer Relationship Management (CRM) System,2,1,1,2,3,2
Christiano,Customer Support Ticket System,2,1,3,2,2,3
Hedi,Sales Dashboard,2,3,2,1,2,3
Waylen,Risk Management Software,2,3,3,2,2,2
Jerrold,Field Service Management Software,1,2,1,3,1,3
Livvie,Document Collaboration Platform,1,2,1,2,2,2
Den,Customer Feedback Management Tool,1,2,2,2,1,1
Aila,Procurement Management Solution,1,1,1,3,1,2
Lib,Project Planning Tool,1,2,3,1,3,2
Hamilton,Product Lifecycle Management (PLM) Software,2,1,2,1,1,3
Gae,Business Intelligence Dashboard,1,2,1,3,2,2
Jandy,Customer Relationship Management (CRM) System,2,2,3,2,1,2
Sile,Business Intelligence Dashboard,3,2,2,2,3,1
Ross,Sales Dashboard,2,2,3,2,1,1
Marlena,Order Management System,3,1,3,3,1,3
Kelvin,Producti,1,1,2,3,2,1
Hartley,Event Planning and Management Software,1,3,2,1,1,1
Chery,Marketing Campaign Tracker,3,1,1,3,3,2
Maressa,Producti,3,2,1,1,1,2
Selina,Quality Assurance Management System,2,1,1,1,3,3
Tarrance,Customer Feedback Management Tool,2,1,2,2,2,2
Hamilton,Business Intelligence Dashboard,1,3,2,3,3,3
Lolita,Producti,3,3,3,2,3,1
Adelle,Event Planning and Management Software,1,2,1,2,2,2
Adara,Product Lifecycle Management (PLM) Software,3,2,1,1,3,1
Terrel,Field Service Management Software,2,1,3,2,3,3
Shadow,Producti,2,3,2,3,2,2
West,Help Desk Ticketing System,3,3,2,1,1,3
Lindie,Order Management System,3,3,1,1,3,2
Robinet,Risk Management Software,3,2,1,2,3,2
Shadow,Human Resources Information System (HRIS),2,3,2,1,2,3
Ellynn,Expense Report Management Software,3,2,3,3,3,3
Ulrica,Customer Feedback Management Tool,2,1,3,2,3,1
Minta,Customer Support Ticket System,3,1,1,1,1,2
Den,Document Collaboration Platform,2,3,2,2,3,3
Arliene,Product Lifecycle Management (PLM) Software,3,3,2,3,3,2
Liliane,Customer Feedback Management Tool,1,1,2,3,2,3
Nikos,Field Service Management Software,2,2,3,3,3,3
Deana,Customer Feedback Management Tool,2,1,3,1,2,2
Willey,Inventory Management Software,3,1,2,1,1,3
Bebe,Event Planning and Management Software,2,1,1,1,3,3
Tommy,Order Management System,3,2,1,2,2,2
Gordon,Asset Tracking Application,2,1,3,2,2,3
Hamnet,Asset Tracking Application,1,2,3,3,3,2
Holly,Supply Chain Optimization Platform,1,1,1,1,3,2
Joy,Inventory Management Software,3,1,3,3,1,3
