Mae,Asset Tracking Application,2,2,1,2,1,2,1,need to improve the time management
Clayborn,Facility Management System,1,1,1,2,3,3,1,good
Sherrie,Facility Management System,2,1,3,1,1,2,2,good
Johnette,Market Research Analysis Tool,1,1,3,3,1,2,2,need to improve
Lishe,Customer Relationship Management (CRM) System,3,3,3,3,3,3,3,need to improve
Merrill,Project Planning Tool,3,2,2,2,2,1,3,improve the requirement specification
Emmalee,Sales Dashboard,1,3,2,1,2,1,3,need to improve the collaboration
Nathanil,Risk Management Software,2,3,1,1,1,1,1,good
Nanny,Asset Tracking Application,1,1,1,3,1,2,2,need to improve the collaboration
Noreen,Producti,1,1,1,3,1,3,1,need to improve
Florian,Risk Management Software,1,1,3,3,1,1,1,improve the requirement specification
Deane,Asset Tracking Application,2,1,1,1,1,1,3,need to improve the time management
Jodi,Supply Chain Optimization Platform,3,2,3,1,3,3,2,need to improve the collaboration
Conant,Workflow Automation Platform,3,3,1,2,1,3,1,good
Jobye,Workflow Automation Platform,1,2,3,3,1,3,1,good
Felicle,Supply Chain Optimization Platform,3,2,1,1,2,1,3,improve the requirement specification
Karlens,Risk Management Software,1,1,3,3,1,2,3,good
Lise,Workflow Automation Platform,3,1,2,3,3,2,2,improve the requirement specification
Conant,Employee Performance Appraisal Tool,3,1,3,3,1,3,3,need to improve the time management
Vaclav,Incident Reporting System,2,1,1,1,2,3,2,good
Bria,Producti,1,2,1,1,3,1,2,need to improve
Fredra,Business Intelligence Dashboard,2,3,2,1,3,2,2,need to improve the time management
Dorie,Sales Forecasting Application,2,3,1,3,3,1,1,need to improve the time management
Meara,Risk Management Software,2,2,2,2,1,1,2,need to improve
Normie,Asset Tracking Application,2,1,2,3,3,3,3,need to improve
Wright,Customer Support Ticket System,3,1,1,1,2,3,2,need to improve the time management
Karlens,Compliance Monitoring System,2,2,3,1,2,2,1,good
Anestassia,Expense Report Management Software,3,2,1,2,2,1,2,need to improve
Rikki,Marketing Campaign Tracker,2,3,3,3,3,1,2,good
Otis,Workflow Automation Platform,2,3,2,1,1,3,1,need to improve the collaboration
Phaedra,Facility Management System,3,3,3,3,1,2,1,good
Lanny,Business Intelligence Dashboard,3,1,1,2,2,3,1,improve the requirement specification
Marchall,Asset Tracking Application,3,2,3,3,2,1,1,improve the requirement specification
Quinn,Product Lifecycle Management (PLM) Software,2,2,1,3,2,2,3,need to improve the time management
Winne,Workflow Automation Platform,3,1,2,1,1,3,2,good
Anatollo,Training and Development Platform,1,1,1,3,1,1,1,need to improve
Reynard,Incident Reporting System,2,1,2,3,3,1,2,improve the requirement specification
Wes,Sales Forecasting Application,2,1,2,1,3,3,2,improve the requirement specification
Conant,Project Planning Tool,3,2,2,2,3,2,3,need to improve the time management
Wright,Supply Chain Optimization Platform,2,3,1,3,3,2,1,need to improve the collaboration
Giulietta,Product Lifecycle Management (PLM) Software,2,2,2,3,1,3,1,need to improve the collaboration
Agosto,Project Planning Tool,3,1,3,1,3,3,2,need to improve the time management
Jo ann,Customer Feedback Management Tool,3,1,2,3,3,3,1,good
Ase,Sales Forecasting Application,1,2,3,2,3,3,1,improve the requirement specification
Liliane,Product Lifecycle Management (PLM) Software,2,1,3,1,3,3,1,need to improve
Regine,Producti,1,3,2,1,1,2,3,need to improve the collaboration
Nikoletta,Human Resources Information System (HRIS),1,2,3,1,1,1,2,need to improve the time management
Mano,Event Planning and Management Software,3,2,2,2,2,1,1,need to improve
Niccolo,Customer Relationship Management (CRM) System,2,1,2,2,3,2,1,need to improve the time management
Dougie,Supply Chain Optimization Platform,2,1,2,2,1,1,3,need to improve the time management
Jeremiah,Field Service Management Software,3,1,2,1,2,2,2,good
Silvia,Business Intelligence Dashboard,3,1,2,1,2,3,3,need to improve the collaboration
Byram,Sales Dashboard,1,1,2,1,1,2,1,need to improve
Courtnay,Business Intelligence Dashboard,3,2,2,3,2,2,3,improve the requirement specification
Barbie,Producti,2,3,2,1,1,2,3,good
Linc,Incident Reporting System,3,1,3,2,1,3,1,need to improve the collaboration
Rayna,Procurement Management Solution,3,2,3,1,3,3,1,need to improve the collaboration
Sile,Customer Support Ticket System,3,2,1,3,3,1,3,need to improve
Shanta,Asset Tracking Application,2,1,3,3,2,2,3,need to improve the collaboration
Faunie,Order Management System,1,2,3,2,1,1,1,good
Barbie,Project Planning Tool,1,1,2,3,1,3,1,good
L;urette,Sales Forecasting Application,3,3,1,3,2,2,1,improve the requirement specification
Freeman,Inventory Management Software,2,2,2,2,2,1,3,need to improve
Benji,Supply Chain Optimization Platform,3,1,1,2,3,1,3,need to improve
Sharla,Customer Feedback Management Tool,3,2,2,2,2,1,3,need to improve
Laura,Incident Reporting System,1,2,3,1,2,3,1,good
Ludwig,Inventory Management Software,2,3,3,3,1,2,2,need to improve the collaboration
Robinet,Help Desk Ticketing System,1,2,1,3,1,1,3,need to improve
Cordell,Event Planning and Management Software,2,3,3,1,3,2,1,need to improve
Hildagard,Inventory Management Software,3,2,2,3,3,2,1,need to improve
Niven,Accounts Payable Automation,2,3,2,2,1,1,2,improve the requirement specification
Marv,Training and Development Platform,1,1,2,1,2,3,2,improve the requirement specification
Kelly,Expense Report Management Software,1,1,3,2,2,1,3,need to improve
Tiena,Human Resources Information System (HRIS),3,1,2,1,1,1,1,need to improve
Cletis,Customer Support Ticket System,2,2,1,2,1,2,2,good
Winnie,Customer Feedback Management Tool,2,1,3,3,2,1,2,need to improve the time management
Penelopa,Producti,3,3,2,1,1,1,3,need to improve the time management
Rikki,Workflow Automation Platform,2,1,2,2,2,1,1,need to improve the time management
Joceline,Asset Tracking Application,2,1,3,2,3,3,2,need to improve
Jobye,Sales Forecasting Application,2,1,3,1,2,1,1,good
Betsy,Field Service Management Software,2,1,2,3,1,2,3,need to improve the collaboration
Jacquelin,Compliance Monitoring System,1,1,1,2,3,1,3,good
Enrichetta,Expense Report Management Software,2,2,3,1,2,3,3,need to improve
Johannes,Human Resources Information System (HRIS),1,2,3,2,1,1,2,need to improve the time management
Joy,Event Planning and Management Software,1,3,3,1,3,2,2,good
Annaliese,Employee Performance Appraisal Tool,3,3,3,1,2,3,2,need to improve the time management
Liliane,Customer Feedback Management Tool,1,1,2,2,3,2,3,improve the requirement specification
Trixi,Project Planning Tool,3,3,3,3,1,2,3,improve the requirement specification
Arturo,Order Management System,3,2,2,2,2,1,3,need to improve the collaboration
Bendix,Help Desk Ticketing System,3,1,3,3,2,2,1,need to improve the collaboration
Shayla,Quality Assurance Management System,3,3,1,3,2,1,2,need to improve the collaboration
Laughton,Employee Performance Appraisal Tool,1,2,3,3,1,1,3,good
Cristina,Project Planning Tool,1,3,1,1,1,1,1,improve the requirement specification
Byram,Product Lifecycle Management (PLM) Software,1,1,2,1,3,2,2,improve the requirement specification
Tami,Product Lifecycle Management (PLM) Software,3,3,1,1,1,1,3,improve the requirement specification
Verney,Risk Management Software,1,3,3,3,3,1,1,good
Shawnee,Quality Assurance Management System,2,2,2,3,1,3,3,need to improve
Betsy,Supply Chain Optimization Platform,1,2,3,2,2,1,3,good
Antonius,Human Resources Information System (HRIS),3,1,2,3,2,3,2,good
Jobye,Customer Feedback Management Tool,3,2,1,1,1,3,2,need to improve the time management
Micheil,Supply Chain Optimization Platform,3,1,1,3,1,3,1,need to improve
Krispin,Order Management System,3,2,1,2,1,1,3,need to improve the time management
Lucia,Customer Relationship Management (CRM) System,3,2,2,1,2,1,1,need to improve
Hildagard,Producti,3,1,3,1,3,2,3,improve the requirement specification
Amalle,Project Planning Tool,1,1,3,2,2,3,2,good
Shellie,Inventory Management Software,3,1,1,3,3,2,2,need to improve the collaboration
Fanchette,Help Desk Ticketing System,3,3,1,1,1,1,3,improve the requirement specification
Teddy,Customer Support Ticket System,2,1,1,3,3,1,1,need to improve
Saunderson,Field Service Management Software,3,2,1,1,1,3,1,need to improve the collaboration
Kelly,Customer Support Ticket System,1,1,1,1,3,3,1,need to improve
Gwenora,Workflow Automation Platform,2,3,1,3,1,2,2,need to improve
Claudina,Employee Performance Appraisal Tool,2,1,2,3,3,3,3,need to improve the time management
Kennie,Project Planning Tool,2,2,2,1,2,1,2,need to improve the time management
Markos,Market Research Analysis Tool,3,3,1,1,2,1,2,need to improve
Malchy,Sales Dashboard,3,3,2,2,2,3,2,need to improve the time management
Martina,Compliance Monitoring System,3,3,3,3,3,1,2,improve the requirement specification
Nester,Incident Reporting System,1,1,2,3,2,2,1,need to improve
Ruthann,Order Management System,1,3,3,1,2,2,2,need to improve the collaboration
Noel,Sales Dashboard,2,1,3,2,1,1,3,good
Noreen,Customer Support Ticket System,1,2,1,3,1,2,2,improve the requirement specification
Marv,Expense Report Management Software,1,2,2,3,1,2,2,need to improve the collaboration
Ximenez,Help Desk Ticketing System,2,2,2,3,2,3,2,need to improve the collaboration
Otis,Market Research Analysis Tool,3,1,1,3,2,1,1,improve the requirement specification
Pansy,Document Collaboration Platform,3,3,2,3,3,2,2,improve the requirement specification
Nikos,Market Research Analysis Tool,3,1,2,3,3,3,2,improve the requirement specification
Val,Compliance Monitoring System,3,3,3,2,3,2,1,good
Reynard,Producti,2,1,1,3,2,2,3,need to improve the collaboration
Basilio,Inventory Management Software,2,1,1,2,3,1,1,improve the requirement specification
Isabeau,Help Desk Ticketing System,2,2,1,3,1,2,1,improve the requirement specification
Rosaleen,Human Resources Information System (HRIS),2,2,3,1,2,1,2,improve the requirement specification
Martina,Event Planning and Management Software,2,2,1,1,2,3,2,need to improve the time management
Britteny,Inventory Management Software,1,2,1,1,1,2,1,need to improve the collaboration
Fleming,Customer Support Ticket System,3,2,2,2,2,1,1,improve the requirement specification
Min,Customer Relationship Management (CRM) System,2,3,3,3,2,1,3,need to improve the collaboration
Earlie,Inventory Management Software,2,3,1,1,3,3,1,need to improve the collaboration
Tris,Marketing Campaign Tracker,3,1,3,1,2,3,2,need to improve the time management
Verney,Inventory Management Software,1,2,3,3,2,1,2,need to improve
Felicle,Marketing Campaign Tracker,3,2,3,2,2,1,1,improve the requirement specification
Benji,Incident Reporting System,3,2,2,1,1,2,3,need to improve
Meara,Customer Support Ticket System,1,1,2,1,3,3,2,good
Mortimer,Asset Tracking Application,3,1,2,2,3,3,1,need to improve
Laureen,Procurement Management Solution,2,1,2,1,3,1,1,need to improve the time management
Lacey,Inventory Management Software,1,2,1,2,2,1,1,good
Gae,Field Service Management Software,2,1,3,1,2,3,2,improve the requirement specification
Eldredge,Project Planning Tool,3,1,1,1,1,1,1,need to improve the collaboration
Adara,Customer Relationship Management (CRM) System,1,3,1,3,3,1,2,good
Vlad,Procurement Management Solution,1,3,1,1,1,1,1,good
Mahmud,Marketing Campaign Tracker,3,2,1,2,3,1,2,need to improve
West,Product Lifecycle Management (PLM) Software,3,3,1,3,3,2,3,need to improve
Fabien,Quality Assurance Management System,3,2,1,1,3,2,1,need to improve the time management
Seline,Procurement Management Solution,1,1,2,3,3,2,1,need to improve
Staffard,Product Lifecycle Management (PLM) Software,3,1,1,2,1,1,1,need to improve the time management
Margot,Order Management System,1,1,2,1,2,3,1,need to improve the time management
Betsy,Product Lifecycle Management (PLM) Software,2,2,1,1,1,3,1,need to improve the collaboration
Arliene,Help Desk Ticketing System,1,3,3,1,2,3,3,need to improve the time management
Merrill,Inventory Management Software,2,1,2,2,2,2,3,improve the requirement specification
Abbe,Vendor Relationship Management (VRM) Platform,1,1,1,1,2,3,1,need to improve
Vince,Product Lifecycle Management (PLM) Software,2,1,3,1,2,3,1,need to improve
Kalli,Producti,3,1,1,2,2,2,3,improve the requirement specification
Trixi,Expense Report Management Software,1,3,1,2,3,2,1,need to improve the collaboration
Saxe,Help Desk Ticketing System,3,1,2,3,3,2,3,improve the requirement specification
Orelie,Business Intelligence Dashboard,1,3,1,3,1,1,1,good
Harris,Accounts Payable Automation,1,1,2,2,2,1,2,need to improve
Gwen,Inventory Management Software,2,3,2,3,3,1,1,improve the requirement specification
Fredra,Supply Chain Optimization Platform,1,3,1,1,1,3,3,need to improve the collaboration
Marlena,Employee Performance Appraisal Tool,3,2,2,3,1,3,1,improve the requirement specification
Betsy,Project Planning Tool,3,3,3,3,1,2,1,need to improve the time management
Regine,Product Lifecycle Management (PLM) Software,2,3,3,3,1,1,1,good
Jo-ann,Product Lifecycle Management (PLM) Software,3,1,3,2,3,3,1,need to improve
Gwynne,Asset Tracking Application,1,2,3,1,2,3,2,need to improve the time management
Lib,Expense Report Management Software,2,1,2,2,2,1,2,good
Silvia,Facility Management System,2,3,2,1,1,3,2,need to improve the time management
Shina,Field Service Management Software,2,1,3,1,3,3,3,good
Sansone,Event Planning and Management Software,1,1,1,2,1,3,2,need to improve the time management
Eada,Producti,1,2,3,2,1,1,1,need to improve the collaboration
Dominica,Compliance Monitoring System,2,3,2,2,3,2,1,need to improve the collaboration
Brigham,Customer Relationship Management (CRM) System,2,1,2,1,3,1,3,improve the requirement specification
Sacha,Sales Dashboard,1,2,2,2,1,1,1,good
Sayres,Workflow Automation Platform,3,1,3,2,1,2,2,need to improve the time management
Kipper,Facility Management System,1,1,3,1,2,1,1,good
Roth,Help Desk Ticketing System,3,1,3,1,2,1,2,need to improve the time management
Binni,Product Lifecycle Management (PLM) Software,3,3,3,1,3,2,3,improve the requirement specification
Marchall,Sales Forecasting Application,3,2,2,1,2,2,3,need to improve the time management
Shadow,Sales Dashboard,2,2,1,1,2,1,2,improve the requirement specification
Moselle,Producti,1,3,1,3,2,1,2,improve the requirement specification
Oralle,Product Lifecycle Management (PLM) Software,1,2,1,1,3,3,3,need to improve the collaboration
Jeri,Facility Management System,1,3,1,2,1,1,2,improve the requirement specification
Leroy,Customer Feedback Management Tool,1,3,1,2,2,1,3,need to improve the time management
Rivi,Inventory Management Software,3,1,2,2,3,3,1,improve the requirement specification
Sherye,Quality Assurance Management System,2,3,1,3,3,3,3,need to improve
Alejandrina,Sales Forecasting Application,3,1,2,1,2,3,2,need to improve the time management
Chick,Producti,1,3,2,1,2,3,1,need to improve the time management
Waylon,Producti,1,2,1,3,2,2,2,improve the requirement specification
Will,Customer Feedback Management Tool,2,3,3,3,1,1,2,need to improve the time management
Karyn,Sales Forecasting Application,1,2,2,1,3,1,2,good
Delia,Marketing Campaign Tracker,3,2,3,2,2,3,2,need to improve
Cornelius,Procurement Management Solution,3,1,1,3,2,3,1,need to improve the time management
Teriann,Producti,1,1,2,2,1,1,1,improve the requirement specification
Erminie,Sales Dashboard,2,3,3,1,3,3,2,improve the requirement specification
Sara,Producti,2,3,1,1,3,1,3,improve the requirement specification
Linell,Business Intelligence Dashboard,3,3,2,2,2,1,3,need to improve the collaboration
Lindie,Sales Forecasting Application,1,1,1,3,3,2,1,need to improve
Shanta,Procurement Management Solution,2,2,1,3,3,3,2,need to improve the time management
Norrie,Workflow Automation Platform,3,1,1,3,2,1,2,need to improve
Arther,Inventory Management Software,1,3,3,1,2,2,2,need to improve the collaboration
Waylen,Compliance Monitoring System,1,3,3,1,3,2,1,improve the requirement specification
Jonah,Asset Tracking Application,1,2,3,3,2,1,1,need to improve the time management
Nissa,Document Collaboration Platform,2,1,3,2,2,2,3,need to improve
Shayla,Sales Dashboard,2,3,3,1,1,3,3,good
Morgun,Marketing Campaign Tracker,2,3,3,2,3,3,1,need to improve the time management
Loutitia,Marketing Campaign Tracker,2,3,3,3,1,1,1,good
Reese,Asset Tracking Application,1,3,1,3,2,3,1,need to improve
Maureene,Asset Tracking Application,3,2,3,3,2,3,3,need to improve
Stafani,Vendor Relationship Management (VRM) Platform,1,3,1,1,3,3,3,need to improve
Trixi,Customer Support Ticket System,1,3,1,3,3,1,2,need to improve
Damaris,Expense Report Management Software,1,3,1,1,3,2,2,improve the requirement specification
Gris,Customer Feedback Management Tool,2,1,1,1,3,2,3,need to improve
Keelby,Quality Assurance Management System,3,1,1,2,3,1,2,need to improve
Tami,Incident Reporting System,2,3,2,3,1,2,3,good
Marysa,Product Lifecycle Management (PLM) Software,1,1,3,2,2,3,3,improve the requirement specification
Lucia,Procurement Management Solution,1,3,1,1,3,1,3,need to improve the time management
Ric,Help Desk Ticketing System,1,1,1,3,2,2,2,need to improve the time management
Meara,Order Management System,1,2,3,1,2,3,3,improve the requirement specification
Wilburt,Quality Assurance Management System,1,2,1,1,1,3,3,good
Markus,Training and Development Platform,1,3,3,3,1,2,3,good
Rayna,Supply Chain Optimization Platform,2,3,1,3,2,1,1,improve the requirement specification
Myrna,Market Research Analysis Tool,3,1,1,1,2,1,3,need to improve the time management
Damaris,Compliance Monitoring System,3,1,2,2,1,3,1,need to improve the time management
Damaris,Workflow Automation Platform,3,3,2,3,2,2,1,need to improve the time management
Chery,Workflow Automation Platform,3,1,1,1,2,3,1,improve the requirement specification
Basilio,Accounts Payable Automation,3,1,1,1,1,1,1,need to improve the time management
Tori,Project Planning Tool,3,2,1,2,2,2,3,improve the requirement specification
Florian,Producti,3,3,2,2,2,1,2,improve the requirement specification
Leroy,Facility Management System,3,2,2,2,2,3,3,need to improve the collaboration
Velvet,Human Resources Information System (HRIS),3,1,2,2,1,2,2,need to improve
Lacey,Quality Assurance Management System,3,1,3,3,1,2,2,good
Gertrudis,Quality Assurance Management System,2,1,1,1,3,3,2,improve the requirement specification
Hartwell,Expense Report Management Software,3,2,2,2,2,1,3,good
Margarette,Risk Management Software,1,3,2,1,2,1,1,need to improve the time management
Ric,Asset Tracking Application,3,2,2,2,1,2,2,improve the requirement specification
Brook,Procurement Management Solution,3,3,3,3,1,1,1,need to improve the time management
Caria,Incident Reporting System,1,3,2,3,1,2,1,need to improve the time management
Ase,Product Lifecycle Management (PLM) Software,2,3,1,1,3,1,2,need to improve the collaboration
Cornelle,Employee Performance Appraisal Tool,3,3,1,1,2,1,1,need to improve the collaboration
Keelby,Product Lifecycle Management (PLM) Software,2,3,1,3,1,2,2,need to improve the time management
Reamonn,Help Desk Ticketing System,2,1,2,1,1,3,3,need to improve the time management
Janie,Sales Forecasting Application,2,3,3,3,1,2,2,need to improve the time management
Saunderson,Quality Assurance Management System,3,1,3,2,2,3,1,need to improve the collaboration
Marchall,Procurement Management Solution,3,2,3,3,1,1,3,improve the requirement specification
Larine,Workflow Automation Platform,3,2,2,2,2,1,2,need to improve the collaboration
Sharla,Customer Feedback Management Tool,2,3,1,1,2,2,1,improve the requirement specification
Bram,Event Planning and Management Software,2,2,1,2,1,3,2,good
Starlene,Asset Tracking Application,3,1,2,2,1,3,2,need to improve the time management
Gayler,Inventory Management Software,1,3,1,2,3,3,2,need to improve the collaboration
Merrill,Risk Management Software,1,2,1,1,1,2,3,need to improve
Sholom,Customer Relationship Management (CRM) System,2,1,1,1,1,2,2,need to improve the collaboration
Noreen,Customer Feedback Management Tool,2,2,2,2,1,2,1,need to improve
Jodi,Customer Relationship Management (CRM) System,3,3,3,1,2,3,1,need to improve the time management
Maressa,Order Management System,1,2,2,1,2,3,3,good
Hamnet,Facility Management System,2,3,2,1,1,1,2,need to improve the time management
Corrianne,Accounts Payable Automation,1,2,2,1,2,3,2,improve the requirement specification
Farah,Order Management System,2,2,2,1,1,1,3,improve the requirement specification
Fleming,Inventory Management Software,2,3,1,1,1,2,3,need to improve the collaboration
Alis,Risk Management Software,1,1,3,1,1,1,2,need to improve
Jenny,Customer Support Ticket System,3,1,3,3,2,3,2,need to improve the collaboration
Lindie,Incident Reporting System,3,1,1,3,1,1,3,need to improve the time management
Laverne,Inventory Management Software,1,1,1,2,2,1,2,good
Donall,Procurement Management Solution,3,1,3,1,2,2,3,need to improve
Glynnis,Help Desk Ticketing System,2,1,3,2,1,2,2,good
Carny,Compliance Monitoring System,2,1,2,1,3,1,1,good
Mae,Workflow Automation Platform,1,3,2,3,2,1,1,improve the requirement specification
Marysa,Customer Feedback Management Tool,2,1,2,3,2,3,2,good
Dory,Order Management System,3,3,2,2,3,1,1,need to improve
Justino,Workflow Automation Platform,3,2,3,3,1,2,1,improve the requirement specification
Hedi,Incident Reporting System,3,2,3,3,1,2,1,need to improve the time management
Gustavo,Field Service Management Software,3,3,1,2,2,2,1,good
Shadow,Product Lifecycle Management (PLM) Software,2,3,3,1,1,3,2,need to improve
Saunderson,Quality Assurance Management System,3,3,3,2,1,3,1,need to improve the collaboration
Sherrie,Customer Feedback Management Tool,3,2,2,1,2,2,3,good
Shina,Workflow Automation Platform,1,2,2,3,1,1,1,need to improve the time management
Gordon,Training and Development Platform,1,1,2,3,1,1,2,need to improve the collaboration
Alexina,Supply Chain Optimization Platform,1,3,1,3,2,1,1,improve the requirement specification
Cletis,Document Collaboration Platform,2,2,3,2,3,3,1,improve the requirement specification
Olympia,Field Service Management Software,1,1,1,1,3,3,3,good
Siana,Human Resources Information System (HRIS),3,1,1,3,3,1,2,need to improve
Velvet,Market Research Analysis Tool,1,3,1,3,1,2,2,need to improve the time management
Chevalier,Producti,2,1,3,3,2,1,1,improve the requirement specification
Skelly,Event Planning and Management Software,2,1,3,1,3,2,1,improve the requirement specification
Agosto,Sales Dashboard,1,3,3,1,2,2,3,need to improve the time management
Cornall,Sales Dashboard,3,1,1,2,3,3,3,good
Betsy,Inventory Management Software,2,2,2,2,3,2,1,need to improve the collaboration
Dory,Producti,1,3,1,2,2,3,2,need to improve the time management
Winslow,Expense Report Management Software,3,3,2,3,1,2,2,improve the requirement specification
Robinet,Sales Dashboard,3,1,1,3,2,3,1,need to improve the collaboration
Feodor,Incident Reporting System,3,3,2,1,2,2,1,good
Britteny,Document Collaboration Platform,2,3,1,3,2,2,3,need to improve the collaboration
Obie,Vendor Relationship Management (VRM) Platform,1,2,2,2,3,1,1,need to improve
Mag,Incident Reporting System,3,3,2,1,1,1,1,need to improve
Conant,Sales Dashboard,3,1,2,1,3,1,2,need to improve the time management
Rutledge,Compliance Monitoring System,2,2,3,3,3,2,1,good
Ellynn,Incident Reporting System,1,2,2,2,1,2,3,good
Hamlin,Sales Dashboard,3,1,1,2,3,1,1,improve the requirement specification
Mae,Business Intelligence Dashboard,1,2,2,2,2,3,1,good
Nathanil,Training and Development Platform,2,1,2,1,3,3,2,need to improve the collaboration
Nico,Risk Management Software,1,2,3,2,3,3,3,need to improve the time management
