Olag,Facility Management System,2,3,2,2,2,1,good
Shina,Risk Management Software,3,3,1,2,2,1,improve the requirement specification
Merrick,Quality Assurance Management System,2,1,1,1,1,2,need to improve the time management
Florrie,Event Planning and Management Software,1,1,2,1,2,2,need to improve the time management
Tara,Customer Support Ticket System,1,2,3,1,3,3,good
Odette,Incident Reporting System,3,1,2,3,2,2,need to improve the time management
Ilyse,Product Lifecycle Management (PLM) Software,2,3,3,1,1,2,need to improve the time management
Felicle,Document Collaboration Platform,3,3,1,1,2,3,need to improve the time management
Brigham,Supply Chain Optimization Platform,3,3,3,1,2,2,need to improve
Annaliese,Producti,3,1,3,2,1,1,need to improve the collaboration
Veronique,Event Planning and Management Software,3,3,3,3,2,1,need to improve
Chery,Quality Assurance Management System,2,3,1,2,1,3,need to improve the collaboration
Cornelius,Project Planning Tool,2,1,3,2,2,3,improve the requirement specification
Hermie,Accounts Payable Automation,3,2,3,2,2,2,need to improve the time management
Corrianne,Field Service Management Software,3,2,1,1,3,1,good
Riccardo,Event Planning and Management Software,2,1,3,2,2,2,good
Herrick,Marketing Campaign Tracker,1,1,1,2,2,1,good
Herrick,Facility Management System,1,2,1,3,2,2,need to improve the collaboration
Shadow,Facility Management System,1,2,1,3,1,1,need to improve the time management
Melba,Quality Assurance Management System,3,2,3,1,1,2,need to improve the time management
Benji,Order Management System,2,3,2,3,3,1,need to improve
Tim,Expense Report Management Software,1,3,2,2,2,2,need to improve the collaboration
Vania,Expense Report Management Software,3,3,2,2,1,2,need to improve the time management
Amelie,Workflow Automation Platform,2,3,2,3,3,1,good
Debi,Facility Management System,3,1,2,1,3,1,good
Linc,Marketing Campaign Tracker,1,1,3,1,1,3,need to improve the collaboration
Bebe,Asset Tracking Application,1,3,3,3,3,3,need to improve
Borg,Field Service Management Software,1,2,1,3,2,3,need to improve the time management
Lotte,Incident Reporting System,2,3,2,1,2,3,improve the requirement specification
Granville,Document Collaboration Platform,1,3,2,3,3,1,good
Binni,Customer Support Ticket System,3,1,1,2,3,1,need to improve the collaboration
Winne,Event Planning and Management Software,3,1,3,3,2,3,improve the requirement specification
Eada,Compliance Monitoring System,1,2,1,1,3,1,good
Jerrold,Customer Relationship Management (CRM) System,2,3,3,1,2,1,need to improve the collaboration
Rayna,Incident Reporting System,1,1,1,2,1,1,good
Harris,Inventory Management Software,1,3,1,1,1,2,need to improve the collaboration
Gordon,Employee Performance Appraisal Tool,3,2,1,3,2,2,need to improve
Seline,Order Management System,1,2,3,3,3,1,improve the requirement specification
Jobye,Risk Management Software,3,3,1,3,2,2,improve the requirement specification
Fleming,Sales Dashboard,2,3,1,2,3,3,need to improve
Tierney,Document Collaboration Platform,1,3,1,1,2,1,need to improve the collaboration
Durant,Producti,1,2,2,2,2,3,need to improve the collaboration
Ellary,Marketing Campaign Tracker,1,2,2,2,3,2,improve the requirement specification
Sansone,Expense Report Management Software,2,1,2,3,1,1,need to improve
Dorotea,Human Resources Information System (HRIS),1,1,1,1,2,2,need to improve
Marigold,Facility Management System,3,1,1,2,2,2,need to improve
Marv,Training and Development Platform,3,2,1,2,3,1,need to improve
Harris,Supply Chain Optimization Platform,2,2,3,2,1,2,good
West,Market Research Analysis Tool,1,1,3,1,3,3,need to improve
Lotte,Event Planning and Management Software,3,2,1,2,1,2,good
Borg,Customer Feedback Management Tool,3,2,2,1,1,1,need to improve
Tim,Inventory Management Software,3,3,3,3,2,2,improve the requirement specification
Robinet,Asset Tracking Application,2,1,3,3,1,3,need to improve the collaboration
Jodi,Procurement Management Solution,3,3,2,1,3,3,need to improve the collaboration
Jo-ann,Facility Management System,1,1,3,2,3,1,good
Roth,Sales Forecasting Application,3,2,1,3,2,1,good
Herold,Supply Chain Optimization Platform,1,3,3,1,3,3,need to improve the collaboration
Niven,Field Service Management Software,3,2,3,1,1,1,improve the requirement specification
Borg,Inventory Management Software,1,1,3,3,3,3,improve the requirement specification
Moselle,Facility Management System,3,2,1,3,1,3,need to improve the time management
Fanchette,Document Collaboration Platform,1,3,1,3,3,1,good
Shayla,Help Desk Ticketing System,3,2,2,3,1,3,improve the requirement specification
Cherri,Asset Tracking Application,1,2,2,2,3,2,need to improve
Adelle,Procurement Management Solution,3,3,2,2,1,1,need to improve the time management
Selina,Facility Management System,1,2,3,2,1,1,need to improve the time management
Anita,Field Service Management Software,1,3,3,2,2,1,need to improve
Reese,Quality Assurance Management System,2,2,3,2,1,3,need to improve the collaboration
Otha,Compliance Monitoring System,2,3,3,2,2,1,need to improve the time management
Julee,Order Management System,3,2,1,2,1,1,need to improve the time management
Nikoletta,Customer Feedback Management Tool,3,1,3,1,2,2,good
Lynsey,Order Management System,1,3,3,3,1,1,need to improve the time management
Bebe,Customer Relationship Management (CRM) System,2,2,3,2,3,1,need to improve the time management
Bob,Inventory Management Software,1,3,1,1,2,1,improve the requirement specification
Si,Customer Support Ticket System,2,1,1,3,2,1,need to improve
Jandy,Marketing Campaign Tracker,3,3,1,2,2,3,need to improve the collaboration
Quinn,Risk Management Software,1,1,2,1,1,1,need to improve the collaboration
Cynthy,Workflow Automation Platform,1,3,2,1,1,2,need to improve the time management
Marchall,Employee Performance Appraisal Tool,1,3,2,2,2,3,improve the requirement specification
Jo ann,Project Planning Tool,2,2,2,1,3,1,need to improve the collaboration
Cornall,Customer Support Ticket System,2,3,3,1,1,2,good
Sayres,Asset Tracking Application,3,3,1,2,1,1,good
Jo-ann,Producti,2,2,3,3,1,2,improve the requirement specification
Nanny,Inventory Management Software,1,3,1,1,2,2,improve the requirement specification
Stephenie,Help Desk Ticketing System,1,2,1,3,2,1,good
Gordon,Expense Report Management Software,3,2,1,3,1,2,need to improve the time management
Verney,Workflow Automation Platform,1,1,3,3,1,1,need to improve the collaboration
Deina,Quality Assurance Management System,1,1,1,3,2,2,need to improve the time management
Micheil,Expense Report Management Software,3,1,2,1,2,2,need to improve
Chaddy,Event Planning and Management Software,2,2,2,3,2,1,need to improve the collaboration
L;urette,Inventory Management Software,3,1,1,2,3,2,need to improve the time management
Lanny,Asset Tracking Application,3,3,2,3,3,3,need to improve the collaboration
Cristina,Expense Report Management Software,2,3,2,3,3,1,improve the requirement specification
Si,Customer Support Ticket System,3,3,2,1,3,2,good
Melba,Inventory Management Software,2,2,1,2,1,1,need to improve the collaboration
Siana,Customer Support Ticket System,3,2,1,3,2,1,need to improve the collaboration
Aila,Product Lifecycle Management (PLM) Software,3,2,2,2,1,1,good
Niven,Incident Reporting System,3,1,1,3,3,1,improve the requirement specification
Reynard,Expense Report Management Software,1,3,3,3,2,2,improve the requirement specification
Rivi,Project Planning Tool,1,3,2,1,1,3,need to improve the time management
Ada,Workflow Automation Platform,3,2,1,3,3,1,need to improve the time management
Bobbi,Sales Forecasting Application,3,3,1,2,3,3,need to improve
Cletis,Producti,2,2,2,2,3,3,need to improve
Laureen,Procurement Management Solution,1,1,1,3,3,3,need to improve the time management
Ashli,Product Lifecycle Management (PLM) Software,2,2,2,2,3,1,need to improve
Fanchette,Employee Performance Appraisal Tool,2,3,3,2,3,1,good
Hartwell,Market Research Analysis Tool,1,1,1,1,2,1,good
Courtnay,Producti,1,3,2,2,2,3,need to improve
Henry,Quality Assurance Management System,2,1,2,1,2,2,good
Nester,Market Research Analysis Tool,2,2,1,1,3,2,improve the requirement specification
Darda,Customer Support Ticket System,3,3,1,1,1,1,need to improve the time management
Carie,Product Lifecycle Management (PLM) Software,2,2,1,3,3,2,improve the requirement specification
Christiano,Quality Assurance Management System,1,2,1,1,1,2,good
Jo ann,Procurement Management Solution,2,3,2,1,1,3,need to improve
Allyn,Procurement Management Solution,1,3,3,2,2,2,need to improve the time management
Gusta,Customer Feedback Management Tool,2,2,1,1,2,2,good
Zachery,Customer Support Ticket System,3,1,2,3,2,2,need to improve the collaboration
Blaire,Producti,1,1,2,3,3,1,need to improve
Leslie,Procurement Management Solution,2,2,2,1,3,1,improve the requirement specification
Sara,Event Planning and Management Software,1,1,1,1,2,3,need to improve
Jo-ann,Human Resources Information System (HRIS),1,1,1,1,3,2,improve the requirement specification
Silvia,Risk Management Software,3,2,1,2,1,2,need to improve
Eugenius,Product Lifecycle Management (PLM) Software,1,1,2,3,2,3,improve the requirement specification
Tiena,Expense Report Management Software,2,1,3,3,3,2,improve the requirement specification
Floyd,Sales Dashboard,1,3,3,1,1,1,need to improve
Tailor,Incident Reporting System,1,1,1,1,2,1,improve the requirement specification
Malchy,Human Resources Information System (HRIS),2,3,3,2,3,2,need to improve
Myrtie,Inventory Management Software,3,2,3,1,3,2,need to improve the collaboration
Markos,Supply Chain Optimization Platform,1,1,1,2,1,3,need to improve
Gae,Product Lifecycle Management (PLM) Software,3,2,2,2,1,2,improve the requirement specification
Jenny,Customer Feedback Management Tool,3,2,3,2,3,1,need to improve the collaboration
Basilio,Inventory Management Software,1,2,3,3,1,1,need to improve the time management
Damaris,Producti,3,2,3,1,3,3,need to improve the time management
Efrem,Document Collaboration Platform,2,1,1,3,2,3,need to improve the collaboration
Liliane,Incident Reporting System,2,2,3,2,2,2,improve the requirement specification
Rosaleen,Customer Support Ticket System,1,2,1,1,3,2,improve the requirement specification
Quinton,Sales Dashboard,1,3,2,1,1,1,need to improve
Kipper,Order Management System,2,3,2,2,2,2,good
Tierney,Sales Dashboard,1,2,3,2,2,3,need to improve the time management
Aidan,Vendor Relationship Management (VRM) Platform,2,2,1,2,3,2,need to improve
Si,Customer Feedback Management Tool,1,1,1,1,3,3,need to improve the collaboration
Isabeau,Workflow Automation Platform,2,3,2,1,2,3,need to improve
Laureen,Customer Relationship Management (CRM) System,3,3,3,1,1,3,need to improve
Mag,Producti,2,2,3,2,3,1,good
Berthe,Order Management System,1,1,2,3,3,2,need to improve the collaboration
Cornelle,Quality Assurance Management System,1,2,1,1,3,3,good
Alyce,Sales Forecasting Application,1,1,2,2,2,2,need to improve the collaboration
Marijn,Customer Feedback Management Tool,3,2,3,2,2,1,need to improve the time management
Petronille,Sales Dashboard,2,1,1,3,3,1,improve the requirement specification
Ada,Field Service Management Software,2,3,2,1,2,2,need to improve
Delia,Order Management System,3,2,3,1,1,3,improve the requirement specification
Freeman,Business Intelligence Dashboard,3,2,2,2,1,1,need to improve the time management
Gaston,Product Lifecycle Management (PLM) Software,3,1,1,3,3,3,need to improve the collaboration
Jo-ann,Sales Dashboard,3,1,2,1,2,2,need to improve the collaboration
Gayler,Procurement Management Solution,3,1,3,1,3,2,need to improve
Krispin,Procurement Management Solution,2,1,3,3,1,1,improve the requirement specification
Elizabeth,Business Intelligence Dashboard,3,3,3,3,3,3,good
Cammy,Quality Assurance Management System,1,1,1,3,2,2,need to improve
Damaris,Workflow Automation Platform,3,2,1,3,3,2,need to improve
Mortimer,Employee Performance Appraisal Tool,1,3,2,1,3,2,good
Tris,Document Collaboration Platform,2,3,1,2,3,1,need to improve
Gretta,Supply Chain Optimization Platform,2,1,3,3,1,1,need to improve
Deane,Employee Performance Appraisal Tool,3,1,3,2,3,1,improve the requirement specification
Quinn,Business Intelligence Dashboard,3,1,3,3,2,2,good
Si,Incident Reporting System,3,3,3,3,3,3,need to improve the collaboration
Mae,Vendor Relationship Management (VRM) Platform,1,3,1,2,1,1,need to improve the time management
Gwenora,Inventory Management Software,1,1,2,1,2,2,improve the requirement specification
Rayna,Quality Assurance Management System,3,2,2,2,2,3,need to improve the collaboration
Deina,Help Desk Ticketing System,3,1,2,1,1,1,need to improve
Durant,Incident Reporting System,1,2,2,1,2,3,good
Cornall,Customer Feedback Management Tool,2,2,1,1,1,3,good
Meara,Field Service Management Software,2,3,3,3,1,2,need to improve the collaboration
Enrichetta,Employee Performance Appraisal Tool,3,2,1,3,1,2,improve the requirement specification
Edd,Document Collaboration Platform,1,2,2,2,1,3,need to improve the time management
Kathie,Inventory Management Software,1,1,3,2,3,3,need to improve
Gillan,Incident Reporting System,1,1,2,2,3,2,need to improve the time management
Gale,Marketing Campaign Tracker,3,1,2,3,2,2,good
Teddy,Risk Management Software,2,2,3,3,1,1,need to improve
Lindie,Inventory Management Software,2,3,1,1,2,2,need to improve the collaboration
Roxanne,Customer Support Ticket System,3,3,2,1,3,3,need to improve the collaboration
Kelsi,Help Desk Ticketing System,3,2,2,1,2,2,good
Faunie,Customer Relationship Management (CRM) System,3,1,2,3,3,2,need to improve
Avril,Customer Support Ticket System,3,3,1,2,3,1,need to improve the time management
Chery,Procurement Management Solution,1,3,2,1,1,1,need to improve the collaboration
Faun,Human Resources Information System (HRIS),3,3,2,1,3,3,need to improve the collaboration
Jacquelin,Inventory Management Software,1,2,2,3,1,3,need to improve the time management
Arther,Project Planning Tool,3,1,3,1,2,1,improve the requirement specification
Ingunna,Facility Management System,2,1,3,1,1,1,need to improve the time management
Kathie,Product Lifecycle Management (PLM) Software,2,3,3,1,3,2,improve the requirement specification
Kimbell,Sales Dashboard,3,1,1,1,2,2,good
Jeri,Asset Tracking Application,3,1,2,2,1,2,good
Bendix,Field Service Management Software,2,1,1,3,2,3,improve the requirement specification
Kermie,Employee Performance Appraisal Tool,3,1,3,2,2,2,improve the requirement specification
Silvia,Supply Chain Optimization Platform,2,1,1,3,1,1,good
Liliane,Product Lifecycle Management (PLM) Software,1,3,3,2,1,1,good
Ellary,Facility Management System,2,3,3,1,1,1,improve the requirement specification
Waylon,Help Desk Ticketing System,1,3,1,2,2,2,need to improve the collaboration
Darcey,Risk Management Software,1,1,2,1,1,3,need to improve
Mano,Training and Development Platform,2,2,3,2,3,3,need to improve
Shauna,Incident Reporting System,2,1,3,1,1,3,improve the requirement specification
Markos,Customer Relationship Management (CRM) System,3,1,1,2,2,1,good
Berthe,Quality Assurance Management System,3,3,1,1,2,3,good
Niven,Producti,2,1,3,1,3,2,improve the requirement specification
Sarina,Procurement Management Solution,3,3,2,3,2,3,need to improve the time management
Stavro,Incident Reporting System,2,2,2,2,3,1,need to improve the collaboration
Henry,Workflow Automation Platform,1,3,2,2,2,3,need to improve
Rozamond,Customer Feedback Management Tool,2,1,2,3,1,3,need to improve
Alyce,Human Resources Information System (HRIS),3,3,1,1,2,3,need to improve
Stephenie,Workflow Automation Platform,1,3,2,1,2,2,need to improve the collaboration
Skelly,Customer Feedback Management Tool,3,3,1,3,2,2,need to improve the time management
Bruis,Sales Forecasting Application,2,1,2,3,3,2,need to improve the time management
Harris,Customer Feedback Management Tool,2,1,3,1,1,3,need to improve the collaboration
Martina,Training and Development Platform,3,1,2,3,2,1,need to improve
Phaedra,Producti,2,3,1,3,1,1,need to improve
Jeremiah,Risk Management Software,3,2,3,2,3,3,need to improve the time management
Kimbell,Sales Dashboard,3,2,2,1,2,3,good
Lindie,Sales Forecasting Application,2,1,3,3,1,2,need to improve
Filia,Expense Report Management Software,1,2,3,1,3,2,need to improve the collaboration
Will,Product Lifecycle Management (PLM) Software,3,2,1,1,2,1,need to improve
Livvie,Training and Development Platform,3,2,1,1,2,1,need to improve the time management
Hermie,Sales Dashboard,1,2,3,3,2,1,improve the requirement specification
Borg,Sales Dashboard,2,1,1,2,2,3,need to improve the time management
Rutledge,Incident Reporting System,1,3,1,2,1,1,good
Myrtie,Inventory Management Software,1,2,3,1,3,2,improve the requirement specification
Giselle,Producti,3,2,2,3,1,1,need to improve the time management
Emmalynne,Asset Tracking Application,1,3,3,3,1,1,good
Fredra,Business Intelligence Dashboard,1,1,2,2,2,3,need to improve
Otis,Market Research Analysis Tool,1,2,2,2,1,1,need to improve
Merrick,Asset Tracking Application,2,1,2,2,1,1,need to improve the time management
Shanta,Compliance Monitoring System,2,3,3,3,2,2,good
Malchy,Employee Performance Appraisal Tool,2,3,2,3,2,3,need to improve the time management
Agosto,Compliance Monitoring System,3,2,3,3,3,3,need to improve
Alessandro,Order Management System,3,3,3,3,3,1,good
Fabien,Product Lifecycle Management (PLM) Software,3,1,3,3,3,3,need to improve
Cullan,Producti,3,2,1,2,3,3,need to improve the time management
Linc,Field Service Management Software,2,3,3,3,1,1,need to improve
Reamonn,Quality Assurance Management System,3,3,2,3,1,2,need to improve
Fredra,Accounts Payable Automation,1,1,1,2,1,1,improve the requirement specification
Adelle,Market Research Analysis Tool,2,1,1,2,3,1,need to improve the collaboration
Normie,Market Research Analysis Tool,1,1,2,2,3,3,good
Giulietta,Risk Management Software,1,3,3,2,2,2,improve the requirement specification
Giacobo,Help Desk Ticketing System,3,3,1,1,1,1,good
Cherri,Sales Dashboard,2,1,3,2,1,1,good
L;urette,Vendor Relationship Management (VRM) Platform,2,2,2,1,3,3,need to improve the time management
Webb,Order Management System,1,3,1,2,3,2,need to improve the collaboration
Nydia,Inventory Management Software,2,1,1,3,2,1,need to improve the time management
Sayres,Customer Support Ticket System,1,1,1,3,1,2,need to improve
Wilburt,Vendor Relationship Management (VRM) Platform,3,3,3,2,3,2,need to improve
Harris,Quality Assurance Management System,2,2,1,1,2,1,improve the requirement specification
Bebe,Inventory Management Software,1,3,3,2,3,1,improve the requirement specification
Fairlie,Order Management System,1,2,3,1,1,1,need to improve
Si,Workflow Automation Platform,1,3,2,1,2,1,need to improve
Jourdain,Sales Dashboard,3,1,1,3,3,3,need to improve the collaboration
Florian,Customer Feedback Management Tool,1,1,3,3,1,2,improve the requirement specification
Nanny,Customer Feedback Management Tool,2,1,2,3,2,3,good
Natka,Expense Report Management Software,3,1,3,1,2,3,need to improve the collaboration
Ted,Employee Performance Appraisal Tool,3,1,2,3,3,3,improve the requirement specification
Delainey,Field Service Management Software,2,2,2,1,1,2,need to improve
Ameline,Inventory Management Software,3,3,1,1,1,1,need to improve the collaboration
Laughton,Customer Feedback Management Tool,2,3,2,1,3,3,need to improve the time management
Amalle,Event Planning and Management Software,1,1,1,2,1,2,good
Gerri,Help Desk Ticketing System,3,2,3,2,2,3,good
Mahmud,Training and Development Platform,2,2,2,2,1,3,good
Val,Supply Chain Optimization Platform,2,2,2,1,2,1,need to improve the time management
L;urette,Facility Management System,3,3,1,1,1,3,improve the requirement specification
Tracee,Producti,1,2,2,1,1,3,need to improve
Niven,Sales Forecasting Application,3,3,2,2,1,3,improve the requirement specification
Dag,Risk Management Software,2,2,2,1,2,1,good
Claudina,Help Desk Ticketing System,2,1,2,3,1,1,improve the requirement specification
Thorpe,Customer Feedback Management Tool,1,2,2,3,2,2,good
Saunderson,Order Management System,1,1,3,2,1,2,need to improve the time management
Maureene,Employee Performance Appraisal Tool,3,1,2,1,1,3,good
Hobie,Product Lifecycle Management (PLM) Software,1,3,1,1,3,2,need to improve the collaboration
Arch,Risk Management Software,2,3,2,3,2,3,need to improve
Aila,Facility Management System,3,1,1,3,2,2,good
Halsy,Procurement Management Solution,1,3,1,3,3,1,good
Reamonn,Customer Support Ticket System,3,3,3,1,1,1,need to improve the collaboration
Sharla,Sales Dashboard,3,1,1,2,2,3,need to improve the collaboration
Tabbie,Customer Feedback Management Tool,2,1,2,1,2,1,need to improve
Rozalin,Order Management System,1,1,1,2,2,2,improve the requirement specification
Ashli,Procurement Management Solution,3,3,3,3,3,2,need to improve the collaboration
Ted,Human Resources Information System (HRIS),3,3,2,3,1,1,need to improve the collaboration
Bram,Expense Report Management Software,3,3,2,3,1,2,need to improve the collaboration
Almeria,Inventory Management Software,1,3,1,2,1,1,improve the requirement specification
Neila,Document Collaboration Platform,2,1,2,3,3,2,need to improve
Linc,Supply Chain Optimization Platform,3,3,2,1,3,3,need to improve
Dodie,Workflow Automation Platform,1,1,3,2,3,1,need to improve the time management
Shir,Supply Chain Optimization Platform,1,3,1,3,1,2,need to improve the time management
Richard,Sales Forecasting Application,1,3,2,3,3,1,need to improve
Merrill,Help Desk Ticketing System,3,1,2,2,2,2,need to improve the time management
Berthe,Market Research Analysis Tool,1,2,1,1,3,3,need to improve the collaboration
Adolph,Product Lifecycle Management (PLM) Software,3,3,1,1,3,1,good
Veronique,Document Collaboration Platform,3,2,2,3,3,3,improve the requirement specification
Allyn,Field Service Management Software,2,1,1,3,1,3,improve the requirement specification
Brook,Business Intelligence Dashboard,3,1,3,3,3,1,good
Bobbi,Business Intelligence Dashboard,3,1,2,2,3,3,good
Stafani,Risk Management Software,3,2,3,1,1,1,need to improve the time management
Kerrill,Customer Support Ticket System,2,1,2,2,2,1,need to improve the time management
Chery,Order Management System,2,2,1,3,3,3,need to improve
Faunie,Compliance Monitoring System,1,1,3,2,3,1,need to improve the time management
Velvet,Customer Feedback Management Tool,3,2,1,3,2,2,need to improve the collaboration
Dorotea,Product Lifecycle Management (PLM) Software,2,1,1,3,2,1,good
Leslie,Sales Dashboard,3,3,3,2,1,1,improve the requirement specification
Bebe,Market Research Analysis Tool,1,2,1,3,1,1,good
Lexy,Sales Forecasting Application,2,1,3,2,3,2,good
Vail,Facility Management System,1,3,3,1,1,1,need to improve the time management
Margot,Sales Dashboard,2,2,3,2,1,3,good
Noreen,Human Resources Information System (HRIS),2,3,1,3,3,3,need to improve
Quinton,Market Research Analysis Tool,3,1,3,3,3,2,need to improve the time management
Saunderson,Product Lifecycle Management (PLM) Software,2,2,3,2,2,1,good
Tami,Asset Tracking Application,2,2,3,2,1,1,need to improve the collaboration
Natka,Help Desk Ticketing System,3,3,3,2,1,3,need to improve
Hamnet,Customer Support Ticket System,1,3,1,3,1,2,need to improve the collaboration
Nester,Compliance Monitoring System,3,1,1,2,3,1,good
Hamnet,Sales Forecasting Application,2,3,2,1,3,2,improve the requirement specification
Lanny,Order Management System,1,1,1,2,1,3,improve the requirement specification
Jourdain,Document Collaboration Platform,1,1,1,1,3,3,good
Verney,Sales Dashboard,2,2,2,3,2,3,need to improve the time management
Darda,Producti,3,2,3,1,3,2,need to improve the time management
Minta,Project Planning Tool,3,1,1,2,2,2,need to improve the collaboration
Tades,Inventory Management Software,1,1,2,1,2,2,good
Kimbell,Business Intelligence Dashboard,2,2,1,2,3,2,need to improve
Joy,Project Planning Tool,3,2,1,3,1,3,need to improve
Kipper,Supply Chain Optimization Platform,1,1,1,2,1,3,need to improve the time management
Colan,Expense Report Management Software,1,1,3,2,1,2,need to improve the collaboration
Gertrudis,Customer Relationship Management (CRM) System,2,2,3,2,2,2,good
Tarrance,Market Research Analysis Tool,2,3,3,1,3,2,good
Noell,Procurement Management Solution,1,2,2,2,2,2,need to improve the collaboration
Saunderson,Product Lifecycle Management (PLM) Software,3,3,2,2,1,2,need to improve the collaboration
Worthy,Customer Feedback Management Tool,3,3,1,1,1,1,need to improve the collaboration
Rayna,Human Resources Information System (HRIS),1,2,2,1,1,1,need to improve the time management
Cristina,Order Management System,1,3,3,2,2,2,need to improve the time management
Sile,Inventory Management Software,3,2,1,2,3,2,need to improve the collaboration
Rickie,Customer Feedback Management Tool,2,2,3,1,3,3,need to improve the collaboration
Sherrie,Asset Tracking Application,1,1,2,3,3,2,good
Charlie,Document Collaboration Platform,3,3,1,1,1,3,good
Benji,Customer Relationship Management (CRM) System,3,1,2,1,3,3,good
Jeri,Customer Feedback Management Tool,3,1,2,2,1,2,need to improve the collaboration
Avril,Incident Reporting System,3,1,2,2,1,2,improve the requirement specification
Rayna,Business Intelligence Dashboard,3,2,1,1,1,2,good
Cecilius,Human Resources Information System (HRIS),3,2,3,1,3,2,improve the requirement specification
Cherish,Accounts Payable Automation,2,3,3,3,1,2,need to improve the time management
Rozalin,Supply Chain Optimization Platform,2,1,2,1,3,2,need to improve the time management
Shelba,Workflow Automation Platform,1,1,2,2,1,1,good
Linc,Inventory Management Software,1,3,1,2,2,2,need to improve the collaboration
Petronille,Procurement Management Solution,2,2,2,3,1,1,improve the requirement specification
Bay,Customer Relationship Management (CRM) System,2,2,1,2,1,1,need to improve the collaboration
Tara,Risk Management Software,2,2,3,2,1,3,improve the requirement specification
Selina,Project Planning Tool,3,1,1,2,3,2,good
Tracee,Workflow Automation Platform,2,1,2,3,3,3,improve the requirement specification
Joela,Quality Assurance Management System,1,3,3,3,1,2,need to improve the collaboration
Velvet,Project Planning Tool,3,3,2,2,2,2,need to improve the collaboration
