Elissa,Business Intelligence Dashboard,1,1,1,1,3,2,3,1,need to improve the collaboration
Spence,Supply Chain Optimization Platform,2,3,2,3,2,3,1,1,need to improve
Fabien,Customer Feedback Management Tool,1,1,3,1,1,2,3,1,need to improve the collaboration
Rosaleen,Workflow Automation Platform,1,3,2,2,3,3,2,2,need to improve
Anita,Risk Management Software,1,3,2,3,1,1,3,3,improve the requirement specification
Silvia,Inventory Management Software,2,1,2,3,1,3,1,3,good
Lise,Employee Performance Appraisal Tool,1,3,3,3,2,1,1,1,need to improve the time management
Gwynne,Customer Relationship Management (CRM) System,3,1,2,2,1,3,2,1,need to improve the collaboration
Jeremiah,Customer Feedback Management Tool,2,3,1,1,2,1,2,3,need to improve the time management
Arturo,Risk Management Software,1,1,1,2,2,3,3,2,improve the requirement specification
Rosaleen,Risk Management Software,1,2,1,1,3,1,2,2,need to improve
Giacobo,Compliance Monitoring System,1,1,1,3,1,2,2,1,need to improve
Shanta,Supply Chain Optimization Platform,3,2,2,2,2,2,2,3,need to improve the collaboration
Adelle,Facility Management System,2,3,3,1,3,2,3,3,improve the requirement specification
Lita,Business Intelligence Dashboard,1,3,2,1,3,3,2,1,need to improve the time management
Cornelle,Producti,2,2,1,3,1,2,1,3,good
Salomo,Facility Management System,2,1,1,1,3,3,3,2,improve the requirement specification
Ric,Customer Support Ticket System,2,2,3,1,1,3,1,3,need to improve
Tiena,Business Intelligence Dashboard,3,3,3,2,1,1,1,1,need to improve the time management
Odelia,Supply Chain Optimization Platform,1,1,3,2,1,3,1,3,need to improve the collaboration
Sharla,Workflow Automation Platform,2,1,2,3,3,2,1,3,need to improve the collaboration
Lucia,Accounts Payable Automation,3,1,1,2,2,1,3,3,improve the requirement specification
Deana,Quality Assurance Management System,2,2,1,3,2,3,3,2,need to improve the collaboration
Charlie,Incident Reporting System,1,1,1,2,1,2,3,3,improve the requirement specification
Norrie,Incident Reporting System,1,1,3,2,1,3,3,3,need to improve the collaboration
Florian,Inventory Management Software,2,1,3,3,1,3,3,2,need to improve
Langsdon,Asset Tracking Application,3,1,1,3,2,3,3,1,need to improve the collaboration
Ryley,Order Management System,2,2,1,3,3,3,1,2,need to improve
Markos,Human Resources Information System (HRIS),3,3,1,2,1,2,3,1,need to improve the collaboration
Nikoletta,Facility Management System,3,2,2,2,1,3,1,1,need to improve the collaboration
Deina,Expense Report Management Software,1,1,1,3,3,1,3,1,improve the requirement specification
Shauna,Sales Forecasting Application,2,3,3,2,3,1,2,2,need to improve
Joy,Event Planning and Management Software,3,2,1,2,1,2,3,1,good
Vaclav,Expense Report Management Software,2,1,2,1,2,1,2,3,good
Abbe,Human Resources Information System (HRIS),3,3,1,1,3,2,1,1,improve the requirement specification
Moselle,Sales Forecasting Application,2,2,3,1,3,1,2,1,need to improve the time management
Quintilla,Incident Reporting System,3,3,2,3,3,2,1,1,need to improve
Lindie,Product Lifecycle Management (PLM) Software,1,2,1,3,3,1,2,1,need to improve the time management
Ernestine,Project Planning Tool,1,2,1,1,3,3,3,3,need to improve the time management
Normie,Order Management System,1,2,1,3,2,3,1,2,need to improve
Jenny,Incident Reporting System,1,2,1,1,3,3,1,1,good
Haroun,Customer Feedback Management Tool,3,2,3,3,1,3,2,2,improve the requirement specification
Livvie,Expense Report Management Software,2,3,1,3,1,1,3,3,need to improve the time management
Hermie,Project Planning Tool,1,3,2,2,3,3,2,1,improve the requirement specification
Vaclav,Inventory Management Software,2,2,1,2,3,1,2,2,improve the requirement specification
Allayne,Procurement Management Solution,2,2,2,3,1,3,2,2,need to improve
Pansy,Vendor Relationship Management (VRM) Platform,1,3,2,2,3,1,1,2,need to improve
Ada,Field Service Management Software,3,1,3,3,3,3,3,2,improve the requirement specification
Nissy,Customer Relationship Management (CRM) System,2,2,1,3,2,2,1,2,need to improve the collaboration
Selina,Order Management System,3,2,2,3,2,2,1,1,good
Alexina,Inventory Management Software,2,1,1,3,2,2,2,1,need to improve the collaboration
Enrichetta,Customer Relationship Management (CRM) System,2,3,3,3,1,3,3,1,need to improve the collaboration
Marv,Producti,2,1,3,2,2,2,1,2,need to improve
Jaimie,Training and Development Platform,1,2,2,1,2,3,2,1,improve the requirement specification
Charleen,Quality Assurance Management System,2,1,2,2,1,3,2,3,improve the requirement specification
Durant,Marketing Campaign Tracker,2,1,3,3,1,1,3,1,improve the requirement specification
Pammy,Field Service Management Software,1,3,1,2,1,1,2,3,improve the requirement specification
Gaston,Facility Management System,1,3,1,1,3,3,1,3,good
Quintilla,Sales Dashboard,3,3,1,3,3,2,3,2,good
Natka,Project Planning Tool,3,1,3,1,1,3,2,1,need to improve the collaboration
Barbie,Marketing Campaign Tracker,1,3,1,1,2,1,2,2,improve the requirement specification
Shadow,Customer Support Ticket System,1,2,2,3,3,1,1,2,good
Allayne,Document Collaboration Platform,1,2,2,3,1,1,3,1,need to improve the collaboration
Tabbie,Human Resources Information System (HRIS),2,1,2,3,3,3,3,3,need to improve the time management
Shellie,Event Planning and Management Software,2,3,1,1,1,1,2,1,improve the requirement specification
Karlens,Product Lifecycle Management (PLM) Software,3,2,3,1,1,2,2,2,need to improve the collaboration
Marv,Event Planning and Management Software,1,1,1,1,1,2,2,3,need to improve the time management
Allayne,Document Collaboration Platform,1,2,2,3,2,1,1,3,need to improve the collaboration
Ingunna,Producti,2,1,3,1,2,1,3,1,need to improve the collaboration
Delia,Inventory Management Software,2,2,1,2,1,1,2,3,need to improve
Kennie,Product Lifecycle Management (PLM) Software,1,3,1,1,2,1,2,1,need to improve the time management
Conant,Incident Reporting System,2,1,2,3,3,1,1,3,need to improve the time management
Joceline,Product Lifecycle Management (PLM) Software,3,1,2,2,3,3,1,1,need to improve the collaboration
Moe,Training and Development Platform,1,1,2,3,3,1,2,1,need to improve the collaboration
Kimbell,Facility Management System,2,3,2,3,1,1,3,2,need to improve the time management
Nikoletta,Document Collaboration Platform,1,2,1,1,3,3,2,1,need to improve the collaboration
Niccolo,Producti,3,1,2,1,2,3,2,1,need to improve
Waylon,Customer Relationship Management (CRM) System,1,1,1,3,2,3,2,2,need to improve the collaboration
Liliane,Human Resources Information System (HRIS),1,1,3,3,1,1,1,1,need to improve the collaboration
Nathanial,Supply Chain Optimization Platform,1,2,1,3,2,3,3,2,need to improve
Sansone,Expense Report Management Software,3,1,1,2,2,2,2,2,need to improve the collaboration
Fleming,Customer Support Ticket System,1,3,1,3,2,3,2,1,need to improve the time management
Shadow,Compliance Monitoring System,1,1,2,1,3,3,3,2,good
Willey,Customer Support Ticket System,1,3,3,2,2,1,3,1,good
Far,Sales Forecasting Application,3,3,2,3,2,3,3,3,need to improve
Jeremiah,Producti,3,2,3,1,2,3,1,3,good
Alessandro,Market Research Analysis Tool,1,2,3,2,1,3,2,2,need to improve the time management
Stavro,Procurement Management Solution,2,3,1,3,2,3,3,2,need to improve
Amalle,Customer Feedback Management Tool,3,1,1,1,1,1,3,1,good
Isabeau,Vendor Relationship Management (VRM) Platform,2,1,1,3,1,2,2,1,need to improve
Shadow,Project Planning Tool,2,1,3,3,1,1,2,1,need to improve
Elissa,Workflow Automation Platform,2,2,1,1,1,1,1,1,improve the requirement specification
Karyn,Producti,1,3,3,3,1,1,3,2,good
Ellary,Expense Report Management Software,3,3,2,3,1,1,1,3,improve the requirement specification
Will,Facility Management System,3,1,1,3,3,2,3,1,need to improve the time management
Regine,Risk Management Software,3,1,1,1,2,3,3,3,good
Gwen,Business Intelligence Dashboard,1,2,3,2,3,3,2,2,good
Hermie,Quality Assurance Management System,2,2,1,2,2,1,1,1,need to improve the collaboration
Emmalee,Quality Assurance Management System,1,3,1,2,3,2,1,2,improve the requirement specification
Teddy,Risk Management Software,3,3,2,1,1,1,2,3,need to improve the time management
Lindie,Employee Performance Appraisal Tool,1,3,1,1,1,3,2,1,need to improve
Cullan,Sales Forecasting Application,2,2,2,2,1,2,2,3,good
Noel,Asset Tracking Application,2,3,1,3,1,2,3,3,improve the requirement specification
Bob,Facility Management System,1,2,1,2,3,2,1,2,need to improve
Leonelle,Expense Report Management Software,1,1,1,3,1,1,3,2,need to improve
Ruthann,Compliance Monitoring System,1,2,2,3,2,3,2,2,need to improve
Odetta,Inventory Management Software,1,3,3,3,3,1,3,1,need to improve the time management
Hamilton,Event Planning and Management Software,1,3,2,3,1,1,3,1,improve the requirement specification
Deana,Event Planning and Management Software,1,2,3,2,3,1,1,3,need to improve
Meara,Quality Assurance Management System,3,3,3,2,2,2,2,2,good
Darcey,Facility Management System,3,1,1,3,1,2,2,3,need to improve the time management
Winne,Order Management System,2,1,1,3,1,1,1,1,good
Saunderson,Asset Tracking Application,3,2,2,3,3,3,2,3,need to improve the collaboration
Bria,Quality Assurance Management System,1,2,3,1,2,2,2,3,good
Sibel,Sales Forecasting Application,3,1,2,2,2,1,3,3,need to improve the time management
Starlene,Event Planning and Management Software,2,2,1,1,3,2,2,1,improve the requirement specification
Joy,Order Management System,2,3,1,3,2,3,2,2,need to improve the collaboration
Alessandro,Producti,1,1,1,2,1,1,3,2,need to improve
Alis,Sales Forecasting Application,3,2,3,2,2,1,3,1,need to improve the time management
Gris,Project Planning Tool,2,1,2,3,3,3,1,2,need to improve the collaboration
Margot,Sales Dashboard,1,3,2,2,2,1,2,2,need to improve the time management
Joceline,Training and Development Platform,3,3,3,1,1,3,2,2,need to improve the time management
Gayler,Customer Feedback Management Tool,2,2,3,2,3,2,3,3,need to improve the time management
Stephenie,Incident Reporting System,2,3,1,3,1,2,3,2,need to improve the time management
Cecilio,Expense Report Management Software,1,3,1,2,1,2,3,3,need to improve
Borg,Compliance Monitoring System,2,3,2,3,2,2,1,3,need to improve the time management
Velvet,Expense Report Management Software,2,2,3,2,1,3,1,1,improve the requirement specification
Marijn,Workflow Automation Platform,3,1,2,3,1,3,1,1,need to improve the time management
Sherrie,Inventory Management Software,1,2,1,1,2,3,2,1,improve the requirement specification
Florian,Marketing Campaign Tracker,1,2,3,2,1,3,3,3,improve the requirement specification
Fredra,Project Planning Tool,2,3,2,1,3,2,2,1,need to improve the collaboration
Giselle,Customer Feedback Management Tool,1,1,2,3,2,3,3,3,need to improve the collaboration
Keelby,Marketing Campaign Tracker,1,1,2,1,1,2,2,3,need to improve
Charleen,Market Research Analysis Tool,1,3,1,2,1,2,3,2,need to improve
Rosaleen,Product Lifecycle Management (PLM) Software,3,3,3,3,1,1,1,3,need to improve the time management
Rayna,Inventory Management Software,2,2,1,2,1,3,1,1,need to improve
Sybille,Facility Management System,3,2,1,2,3,1,1,1,need to improve the collaboration
Antonius,Business Intelligence Dashboard,2,1,2,3,1,1,3,2,need to improve the collaboration
Regine,Supply Chain Optimization Platform,3,1,2,2,2,1,3,2,need to improve the time management
Ilyse,Marketing Campaign Tracker,3,3,2,1,2,3,2,1,need to improve the time management
Allyn,Supply Chain Optimization Platform,2,1,1,2,2,2,3,1,need to improve the collaboration
Ameline,Field Service Management Software,3,3,1,2,3,3,2,2,good
Teddy,Quality Assurance Management System,2,2,3,3,2,1,1,3,improve the requirement specification
Marlena,Project Planning Tool,3,3,1,1,1,1,1,2,improve the requirement specification
Shanta,Quality Assurance Management System,2,3,2,2,1,2,2,3,improve the requirement specification
Joanie,Inventory Management Software,1,3,1,2,1,1,2,1,need to improve the time management
Valery,Producti,1,3,3,1,3,1,2,2,good
Robinet,Sales Forecasting Application,1,3,2,3,1,2,2,3,need to improve the time management
Britteny,Expense Report Management Software,2,1,1,1,1,2,2,1,improve the requirement specification
Marijn,Business Intelligence Dashboard,3,2,1,1,1,1,2,1,good
Gaspar,Supply Chain Optimization Platform,2,3,1,3,1,1,3,1,need to improve
Merrick,Project Planning Tool,1,1,3,3,1,1,2,1,need to improve the time management
Faun,Supply Chain Optimization Platform,3,2,3,1,2,3,2,1,need to improve the collaboration
Florentia,Compliance Monitoring System,2,1,3,2,1,2,1,3,need to improve the collaboration
Ellary,Training and Development Platform,3,2,1,1,3,2,1,3,need to improve
Rand,Project Planning Tool,2,3,3,2,1,2,2,3,improve the requirement specification
Minta,Business Intelligence Dashboard,2,3,3,2,2,1,1,1,need to improve
Laughton,Sales Forecasting Application,3,3,2,2,2,2,3,2,need to improve
Faunie,Inventory Management Software,2,3,1,3,3,2,2,3,good
Saxe,Project Planning Tool,1,2,2,2,1,3,1,1,need to improve
Corrianne,Training and Development Platform,3,2,1,1,3,3,1,1,need to improve the time management
Dougie,Supply Chain Optimization Platform,2,1,1,3,2,3,2,1,need to improve the collaboration
Sarina,Help Desk Ticketing System,1,2,2,3,2,2,2,3,need to improve
Eldredge,Procurement Management Solution,2,1,1,1,2,2,1,3,need to improve the collaboration
Rozamond,Event Planning and Management Software,2,3,1,2,3,1,3,2,good
Dory,Customer Relationship Management (CRM) System,2,3,2,1,2,2,1,1,need to improve
Jobye,Expense Report Management Software,3,1,2,3,2,3,2,1,need to improve the collaboration
Avril,Quality Assurance Management System,1,3,2,3,2,1,2,1,need to improve
Wilfrid,Project Planning Tool,1,2,3,2,2,1,2,2,need to improve the time management
Lanny,Workflow Automation Platform,2,2,3,3,1,3,2,1,need to improve the collaboration
Chevalier,Customer Feedback Management Tool,2,2,2,3,1,2,3,2,need to improve the time management
Wilburt,Event Planning and Management Software,1,2,1,1,2,2,1,1,need to improve the collaboration
Vaclav,Sales Forecasting Application,3,2,2,1,1,1,2,1,need to improve the collaboration
Salvador,Incident Reporting System,2,2,1,1,2,3,2,3,need to improve the collaboration
Ameline,Customer Support Ticket System,3,3,1,1,1,3,1,1,need to improve
Tara,Document Collaboration Platform,2,2,3,2,1,1,2,3,need to improve the collaboration
Niven,Training and Development Platform,3,1,2,1,3,3,3,3,need to improve the time management
Yoshiko,Producti,2,3,3,1,3,2,2,1,need to improve
Enrichetta,Business Intelligence Dashboard,3,3,1,2,2,3,2,3,need to improve the collaboration
Joycelin,Product Lifecycle Management (PLM) Software,3,1,1,3,1,3,3,3,good
Shina,Compliance Monitoring System,1,2,1,2,1,2,1,3,need to improve the time management
Avril,Quality Assurance Management System,3,2,3,1,2,1,3,3,need to improve the collaboration
Joela,Risk Management Software,3,1,3,2,2,2,2,3,need to improve
Putnam,Producti,1,1,2,2,2,1,3,1,need to improve the collaboration
Gusta,Facility Management System,3,1,1,1,1,3,1,2,need to improve
Min,Supply Chain Optimization Platform,1,3,3,3,1,1,3,2,need to improve the collaboration
Gwynne,Risk Management Software,3,2,1,1,3,2,2,2,good
Margette,Project Planning Tool,3,3,3,2,1,1,1,3,improve the requirement specification
Riccardo,Incident Reporting System,1,3,1,2,2,2,3,3,need to improve the collaboration
Joycelin,Project Planning Tool,3,1,1,2,1,2,2,1,need to improve the time management
Bruis,Customer Feedback Management Tool,2,1,1,1,1,3,2,3,improve the requirement specification
Byron,Customer Support Ticket System,1,2,2,1,3,1,3,1,need to improve the collaboration
Amerigo,Procurement Management Solution,1,3,3,2,3,1,1,2,need to improve
Merrill,Producti,1,3,2,1,3,2,1,1,need to improve
Norrie,Marketing Campaign Tracker,3,2,3,1,3,1,2,2,need to improve the collaboration
Linc,Field Service Management Software,1,3,2,2,2,1,2,3,need to improve
Nollie,Market Research Analysis Tool,2,2,2,1,2,2,3,1,need to improve the collaboration
Nollie,Compliance Monitoring System,1,2,3,3,1,1,2,1,need to improve
Byron,Human Resources Information System (HRIS),2,2,1,1,1,1,2,3,need to improve
Yoshiko,Inventory Management Software,1,1,2,2,2,1,2,1,need to improve
Marysa,Help Desk Ticketing System,2,1,3,1,1,3,3,3,need to improve the collaboration
Reamonn,Field Service Management Software,1,1,3,1,3,3,1,2,good
Waylen,Project Planning Tool,2,1,1,2,3,2,2,2,improve the requirement specification
Myrna,Expense Report Management Software,2,1,1,2,3,1,2,3,good
Dory,Supply Chain Optimization Platform,3,1,3,1,2,3,3,1,need to improve the collaboration
Vail,Training and Development Platform,1,1,1,1,1,2,1,2,need to improve the collaboration
Basilio,Compliance Monitoring System,2,1,3,2,1,2,2,3,need to improve
Archambault,Sales Forecasting Application,1,2,1,2,1,3,2,1,improve the requirement specification
Cecilius,Customer Support Ticket System,1,3,2,2,1,2,3,3,need to improve the collaboration
Johnette,Order Management System,3,3,3,1,2,2,2,2,need to improve
Shadow,Training and Development Platform,1,1,2,1,3,2,1,2,need to improve the time management
Carie,Incident Reporting System,1,2,2,1,1,3,2,3,need to improve the collaboration
Mag,Facility Management System,1,1,2,1,3,1,2,1,need to improve the collaboration
Avery,Procurement Management Solution,1,3,1,3,2,1,2,1,need to improve
Pansy,Project Planning Tool,2,3,2,1,2,3,1,2,need to improve the collaboration
Pammy,Customer Support Ticket System,1,2,2,2,3,2,3,3,need to improve the time management
Velvet,Marketing Campaign Tracker,2,1,1,3,3,2,2,1,good
Sarina,Field Service Management Software,1,2,2,1,1,2,1,2,need to improve the collaboration
Nathanial,Business Intelligence Dashboard,2,1,1,2,3,2,3,1,need to improve the collaboration
Darcey,Field Service Management Software,3,2,2,3,1,2,1,3,need to improve
Alessandro,Marketing Campaign Tracker,3,2,3,1,1,3,3,2,need to improve the time management
Enrichetta,Sales Dashboard,2,1,1,1,1,1,2,1,improve the requirement specification
Denise,Customer Feedback Management Tool,2,2,2,2,3,2,2,1,improve the requirement specification
Denise,Workflow Automation Platform,1,1,2,1,3,3,3,1,need to improve
Cletis,Expense Report Management Software,3,3,1,2,1,3,1,2,need to improve the collaboration
Allyn,Product Lifecycle Management (PLM) Software,2,1,3,1,1,1,1,2,good
Claus,Risk Management Software,2,1,3,3,1,3,1,2,need to improve the time management
Cornall,Incident Reporting System,3,1,3,3,3,3,3,3,need to improve
Winslow,Vendor Relationship Management (VRM) Platform,2,2,1,3,2,2,2,2,need to improve the collaboration
Allyn,Customer Relationship Management (CRM) System,2,3,2,3,3,1,2,1,need to improve the time management
Gale,Help Desk Ticketing System,3,3,1,1,2,1,2,1,need to improve the collaboration
Spence,Procurement Management Solution,2,1,2,2,3,2,1,3,need to improve the collaboration
Olympia,Business Intelligence Dashboard,2,2,2,3,1,1,2,3,good
Lib,Employee Performance Appraisal Tool,2,3,1,3,3,1,1,2,good
Ailey,Help Desk Ticketing System,2,3,2,1,2,2,3,2,improve the requirement specification
Johnette,Incident Reporting System,3,3,1,2,2,2,2,1,good
Val,Customer Support Ticket System,2,3,2,2,3,1,1,2,need to improve the collaboration
Karyn,Inventory Management Software,1,1,3,3,2,2,3,1,good
Shir,Facility Management System,1,3,2,1,1,1,1,2,need to improve the collaboration
Eldredge,Document Collaboration Platform,2,2,1,2,3,1,3,1,need to improve the time management
Selina,Help Desk Ticketing System,1,3,3,3,3,1,3,2,good
Stafani,Event Planning and Management Software,1,3,3,2,3,2,1,2,improve the requirement specification
Delainey,Document Collaboration Platform,2,2,2,2,3,1,2,2,improve the requirement specification
Laureen,Field Service Management Software,1,1,3,1,3,2,2,3,need to improve the collaboration
Shelba,Business Intelligence Dashboard,3,2,2,3,3,2,1,3,improve the requirement specification
Jandy,Field Service Management Software,1,1,3,3,1,1,3,3,need to improve the collaboration
Efrem,Incident Reporting System,2,3,2,3,3,1,2,2,improve the requirement specification
Cynthy,Document Collaboration Platform,3,2,2,3,3,2,1,3,need to improve
Amelie,Workflow Automation Platform,1,1,1,3,1,3,1,1,need to improve
Nathanil,Help Desk Ticketing System,3,3,1,1,2,3,1,1,need to improve the collaboration
Shawnee,Producti,1,3,3,1,3,3,1,3,need to improve the collaboration
Franchot,Customer Feedback Management Tool,1,2,2,1,1,2,2,1,improve the requirement specification
Sile,Workflow Automation Platform,1,1,2,3,1,1,1,3,improve the requirement specification
Xylia,Customer Feedback Management Tool,1,2,1,3,2,2,3,3,need to improve the time management
Damaris,Project Planning Tool,2,2,2,3,1,2,2,3,improve the requirement specification
Deane,Asset Tracking Application,2,1,2,1,2,1,2,1,need to improve the time management
Adara,Inventory Management Software,1,2,1,3,3,1,2,3,need to improve
Ross,Expense Report Management Software,1,3,2,1,3,1,2,2,need to improve
Gwen,Asset Tracking Application,2,3,2,2,3,1,2,2,need to improve the collaboration
Hobie,Document Collaboration Platform,3,1,3,3,2,1,2,1,need to improve the collaboration
Silvia,Help Desk Ticketing System,1,1,3,1,1,1,1,1,need to improve the collaboration
Rutledge,Event Planning and Management Software,2,2,3,2,1,1,2,3,need to improve the time management
Laverne,Expense Report Management Software,2,2,2,1,3,3,2,1,improve the requirement specification
Otis,Risk Management Software,1,3,3,3,2,1,3,3,need to improve the time management
Laughton,Risk Management Software,1,1,3,1,3,1,2,1,need to improve
Sibel,Business Intelligence Dashboard,1,3,1,2,1,3,3,1,improve the requirement specification
Cullan,Help Desk Ticketing System,3,1,3,1,2,2,1,3,need to improve
Bobbi,Help Desk Ticketing System,2,3,1,2,3,3,3,3,need to improve the collaboration
Larine,Inventory Management Software,1,2,2,2,3,1,2,2,need to improve
Damaris,Sales Dashboard,2,1,2,3,1,2,3,2,need to improve the time management
Ailey,Human Resources Information System (HRIS),2,2,2,1,3,1,1,1,need to improve the time management
Stephenie,Workflow Automation Platform,3,1,3,2,3,2,1,3,need to improve
Stafani,Product Lifecycle Management (PLM) Software,1,1,1,1,1,1,2,1,good
Hildagard,Inventory Management Software,1,2,3,3,1,3,1,3,need to improve the collaboration
Margarette,Product Lifecycle Management (PLM) Software,1,2,2,1,1,3,3,2,need to improve the time management
Gae,Supply Chain Optimization Platform,1,2,3,3,1,3,2,3,good
Joy,Workflow Automation Platform,1,2,1,1,2,1,1,3,need to improve the collaboration
Kermie,Expense Report Management Software,2,1,1,2,2,1,2,2,need to improve
Shadow,Event Planning and Management Software,3,1,3,1,2,3,3,3,need to improve
Mano,Quality Assurance Management System,1,3,1,1,2,2,3,3,need to improve the collaboration
Culley,Document Collaboration Platform,2,1,1,3,1,1,3,3,improve the requirement specification
Martina,Producti,1,1,1,3,1,2,2,1,good
Cornelle,Compliance Monitoring System,3,2,1,1,1,2,1,3,need to improve
Annaliese,Incident Reporting System,1,2,1,3,3,2,1,2,need to improve the time management
Webb,Risk Management Software,1,1,2,2,1,2,1,1,good
Hartwell,Order Management System,3,1,2,1,1,1,3,3,need to improve
Waylon,Facility Management System,1,1,1,1,3,3,3,2,need to improve
Joycelin,Customer Support Ticket System,3,3,2,1,1,1,3,1,need to improve the collaboration
Ludwig,Compliance Monitoring System,1,2,1,1,1,3,3,1,need to improve
Lanny,Market Research Analysis Tool,1,3,1,1,2,3,2,3,good
Deonne,Event Planning and Management Software,2,1,2,3,2,1,3,2,need to improve the collaboration
Leonelle,Customer Feedback Management Tool,2,2,3,3,2,3,1,1,need to improve
Oralle,Document Collaboration Platform,3,2,3,1,1,2,1,2,need to improve the collaboration
Rosaleen,Inventory Management Software,2,1,1,1,2,1,3,1,good
Lishe,Procurement Management Solution,2,1,1,3,1,1,2,3,need to improve the collaboration
Noreen,Supply Chain Optimization Platform,2,1,3,2,2,3,3,1,improve the requirement specification
Cordell,Supply Chain Optimization Platform,2,3,2,3,3,2,2,2,good
Isahella,Incident Reporting System,3,1,1,1,1,3,3,2,improve the requirement specification
West,Inventory Management Software,1,2,1,3,2,2,2,3,need to improve the collaboration
Deonne,Sales Dashboard,3,1,2,1,2,1,2,1,need to improve the time management
Gayler,Producti,1,1,1,3,3,3,1,1,need to improve the collaboration
Ada,Procurement Management Solution,3,1,2,2,1,3,3,2,improve the requirement specification
Micheil,Accounts Payable Automation,1,2,2,3,2,1,2,1,need to improve
Jilli,Help Desk Ticketing System,3,1,2,3,2,1,1,3,need to improve the collaboration
Catlin,Product Lifecycle Management (PLM) Software,3,1,3,2,1,3,2,1,need to improve the time management
Harris,Compliance Monitoring System,3,3,2,2,1,1,1,2,need to improve
Dorotea,Product Lifecycle Management (PLM) Software,3,2,1,3,3,1,3,3,need to improve the collaboration
Gwynne,Employee Performance Appraisal Tool,1,3,2,2,2,1,3,2,improve the requirement specification
Alexina,Customer Feedback Management Tool,2,2,2,1,3,2,2,2,need to improve
Enrichetta,Facility Management System,1,1,1,1,1,3,3,1,good
Teriann,Producti,1,3,1,3,3,3,1,3,good
Thurstan,Supply Chain Optimization Platform,1,1,2,2,3,1,3,3,good
Rickie,Facility Management System,2,3,3,1,1,3,3,3,need to improve
Ginevra,Customer Relationship Management (CRM) System,1,1,1,1,3,1,2,3,need to improve the collaboration
Basilio,Workflow Automation Platform,2,2,2,3,3,2,3,3,need to improve the time management
Donall,Producti,3,1,2,1,1,3,2,2,improve the requirement specification
Deana,Market Research Analysis Tool,2,1,2,1,2,1,2,3,need to improve the time management
Reese,Sales Forecasting Application,2,1,1,3,1,3,3,3,need to improve the time management
