User_Name,Project_Type,Project_Name,Mon_Hours,Tues_Hours,Wed_Hours,Thur_Hours,Fri_Hours,Sat_Hours,Sun_Hours,Total_Hours
Freeman,1,21,8,8,6,9,6,2,5,44
Freeman,1,21,8,8,6,9,6,2,5,44
Freeman,1,21,8,8,6,9,6,2,5,44
Freeman,1,21,8,8,6,9,6,2,5,44
Vlad,2,8,5,6,6,4,6,1,4,30
Vlad,2,8,5,6,6,4,6,1,4,30
Vlad,2,8,5,6,6,4,6,1,4,30
Vlad,2,8,5,6,6,4,6,1,4,30
Vlad,2,8,5,6,6,4,6,1,4,30
Vlad,2,8,5,6,6,4,6,1,4,30
Vlad,2,8,5,6,6,4,6,1,4,30
Vlad,2,8,5,6,6,4,6,1,4,30
Vlad,2,8,5,6,6,4,6,1,4,30
Vlad,2,8,5,6,6,4,6,1,4,30
Vlad,2,8,5,6,6,4,6,1,4,30
Rozalin,2,8,5,8,6,5,8,4,5,41
Rozalin,2,8,5,8,6,5,8,4,5,41
Rozalin,2,8,5,8,6,5,8,4,5,41
Rozalin,2,8,5,8,6,5,8,4,5,41
Rozalin,2,8,5,8,6,5,8,4,5,41
Rozalin,2,8,5,8,6,5,8,4,5,41
Rozalin,2,8,5,8,6,5,8,4,5,41
Rozalin,2,8,5,8,6,5,8,4,5,41
Rozalin,2,8,5,8,6,5,8,4,5,41
Rozalin,2,8,5,8,6,5,8,4,5,41
Rozalin,2,8,5,8,6,5,8,4,5,41
Nissy,2,31,8,7,6,7,7,2,3,43
Nissy,2,31,8,7,6,7,7,2,3,43
Nissy,2,31,8,7,6,7,7,2,3,43
Nissy,2,31,8,7,6,7,7,2,3,43
Nissy,2,31,8,7,6,7,7,2,3,43
Nissy,2,31,8,7,6,7,7,2,3,43
Nissy,2,31,8,7,6,7,7,2,3,43
Nissy,2,31,8,7,6,7,7,2,3,43
Nissy,2,31,8,7,6,7,7,2,3,43
Nissy,2,31,8,7,6,7,7,2,3,43
Nissy,2,31,8,7,6,7,7,2,3,43
Tarrance,2,9,7,10,8,7,10,2,2,46
Tarrance,2,9,7,10,8,7,10,2,2,46
Tarrance,2,9,7,10,8,7,10,2,2,46
Tarrance,2,9,7,10,8,7,10,2,2,46
Tarrance,2,9,7,10,8,7,10,2,2,46
Tarrance,2,9,7,10,8,7,10,2,2,46
Tarrance,2,9,7,10,8,7,10,2,2,46
Tarrance,2,9,7,10,8,7,10,2,2,46
Tarrance,2,9,7,10,8,7,10,2,2,46
Tarrance,2,9,7,10,8,7,10,2,2,46
Tarrance,2,9,7,10,8,7,10,2,2,46
Malchy,1,27,5,7,6,6,6,4,5,38
Malchy,1,27,5,7,6,6,6,4,5,38
Malchy,1,27,5,7,6,6,6,4,5,38
Malchy,1,27,5,7,6,6,6,4,5,38
Malchy,1,27,5,7,6,6,6,4,5,38
Malchy,1,27,5,7,6,6,6,4,5,38
Malchy,1,27,5,7,6,6,6,4,5,38
Malchy,1,27,5,7,6,6,6,4,5,38
Malchy,1,27,5,7,6,6,6,4,5,38
Malchy,1,27,5,7,6,6,6,4,5,38
Malchy,1,27,5,7,6,6,6,4,5,38
Sharla,0,13,6,5,7,6,7,3,4,36
Sharla,0,13,6,5,7,6,7,3,4,36
Sharla,0,13,6,5,7,6,7,3,4,36
Sharla,0,13,6,5,7,6,7,3,4,36
Sharla,0,13,6,5,7,6,7,3,4,36
Sharla,0,13,6,5,7,6,7,3,4,36
Sharla,0,13,6,5,7,6,7,3,4,36
Sharla,0,13,6,5,7,6,7,3,4,36
Sharla,0,13,6,5,7,6,7,3,4,36
Sharla,0,13,6,5,7,6,7,3,4,36
Sharla,0,13,6,5,7,6,7,3,4,36
Arther,2,7,4,7,6,5,7,3,2,33
Arther,2,7,4,7,6,5,7,3,2,33
Arther,2,7,4,7,6,5,7,3,2,33
Arther,2,7,4,7,6,5,7,3,2,33
Arther,2,7,4,7,6,5,7,3,2,33
Arther,2,7,4,7,6,5,7,3,2,33
Arther,2,7,4,7,6,5,7,3,2,33
Arther,2,7,4,7,6,5,7,3,2,33
Arther,2,7,4,7,6,5,7,3,2,33
Arther,2,7,4,7,6,5,7,3,2,33
Arther,2,7,4,7,6,5,7,3,2,33
Gretta,2,28,7,5,7,5,7,1,1,32
Gretta,2,28,7,5,7,5,7,1,1,32
Gretta,2,28,7,5,7,5,7,1,1,32
Gretta,2,28,7,5,7,5,7,1,1,32
Gretta,2,28,7,5,7,5,7,1,1,32
Gretta,2,28,7,5,7,5,7,1,1,32
Gretta,2,28,7,5,7,5,7,1,1,32
Gretta,2,28,7,5,7,5,7,1,1,32
Gretta,2,28,7,5,7,5,7,1,1,32
Gretta,2,28,7,5,7,5,7,1,1,32
Gretta,2,28,7,5,7,5,7,1,1,32
Cornelius,1,21,6,9,8,9,7,4,2,49
Cornelius,1,21,6,9,8,9,7,4,2,49
Cornelius,1,21,6,9,8,9,7,4,2,49
Cornelius,1,21,6,9,8,9,7,4,2,49
Cornelius,1,21,6,9,8,9,7,4,2,49
Cornelius,1,21,6,9,8,9,7,4,2,49
Cornelius,1,21,6,9,8,9,7,4,2,49
Cornelius,1,21,6,9,8,9,7,4,2,49
Cornelius,1,21,6,9,8,9,7,4,2,49
Cornelius,1,21,6,9,8,9,7,4,2,49
Cornelius,1,21,6,9,8,9,7,4,2,49
Moe,2,3,6,7,5,6,5,5,3,31
Moe,2,3,6,7,5,6,5,5,3,31
Moe,2,3,6,7,5,6,5,5,3,31
Moe,2,3,6,7,5,6,5,5,3,31
Moe,2,3,6,7,5,6,5,5,3,31
Moe,2,3,6,7,5,6,5,5,3,31
Moe,2,3,6,7,5,6,5,5,3,31
Moe,2,3,6,7,5,6,5,5,3,31
Moe,2,3,6,7,5,6,5,5,3,31
Moe,2,3,6,7,5,6,5,5,3,31
Moe,2,3,6,7,5,6,5,5,3,31
Adelle,0,9,6,6,4,6,7,3,4,30
Adelle,0,9,6,6,4,6,7,3,4,30
Adelle,0,9,6,6,4,6,7,3,4,30
Adelle,0,9,6,6,4,6,7,3,4,30
Adelle,0,9,6,6,4,6,7,3,4,30
Adelle,0,9,6,6,4,6,7,3,4,30
Adelle,0,9,6,6,4,6,7,3,4,30
Adelle,0,9,6,6,4,6,7,3,4,30
Adelle,0,9,6,6,4,6,7,3,4,30
Adelle,0,9,6,6,4,6,7,3,4,30
Adelle,0,9,6,6,4,6,7,3,4,30
Petronille,0,21,8,9,9,7,7,2,2,45
Petronille,0,21,8,9,9,7,7,2,2,45
Petronille,0,21,8,9,9,7,7,2,2,45
Petronille,0,21,8,9,9,7,7,2,2,45
Petronille,0,21,8,9,9,7,7,2,2,45
Petronille,0,21,8,9,9,7,7,2,2,45
Petronille,0,21,8,9,9,7,7,2,2,45
Petronille,0,21,8,9,9,7,7,2,2,45
Petronille,0,21,8,9,9,7,7,2,2,45
Petronille,0,21,8,9,9,7,7,2,2,45
Petronille,0,21,8,9,9,7,7,2,2,45
Rickie,0,19,8,8,9,8,7,3,5,50
Rickie,0,19,8,8,9,8,7,3,5,50
Rickie,0,19,8,8,9,8,7,3,5,50
Rickie,0,19,8,8,9,8,7,3,5,50
Rickie,0,19,8,8,9,8,7,3,5,50
Rickie,0,19,8,8,9,8,7,3,5,50
Rickie,0,19,8,8,9,8,7,3,5,50
Rickie,0,19,8,8,9,8,7,3,5,50
Rickie,0,19,8,8,9,8,7,3,5,50
Rickie,0,19,8,8,9,8,7,3,5,50
Rickie,0,19,8,8,9,8,7,3,5,50
Livvie,2,19,6,5,5,8,6,3,4,39
Livvie,2,19,6,5,5,8,6,3,4,39
Livvie,2,19,6,5,5,8,6,3,4,39
Livvie,2,19,6,5,5,8,6,3,4,39
Livvie,2,19,6,5,5,8,6,3,4,39
Livvie,2,19,6,5,5,8,6,3,4,39
Livvie,2,19,6,5,5,8,6,3,4,39
Livvie,2,19,6,5,5,8,6,3,4,39
Livvie,2,19,6,5,5,8,6,3,4,39
Livvie,2,19,6,5,5,8,6,3,4,39
Livvie,2,19,6,5,5,8,6,3,4,39
Laureen,2,12,5,6,7,7,4,4,2,32
Laureen,2,12,5,6,7,7,4,4,2,32
Laureen,2,12,5,6,7,7,4,4,2,32
Laureen,2,12,5,6,7,7,4,4,2,32
Laureen,2,12,5,6,7,7,4,4,2,32
Laureen,2,12,5,6,7,7,4,4,2,32
Laureen,2,12,5,6,7,7,4,4,2,32
Laureen,2,12,5,6,7,7,4,4,2,32
Laureen,2,12,5,6,7,7,4,4,2,32
Laureen,2,12,5,6,7,7,4,4,2,32
Laureen,2,12,5,6,7,7,4,4,2,32
Carny,1,8,8,7,7,8,7,5,3,47
Carny,1,8,8,7,7,8,7,5,3,47
Carny,1,8,8,7,7,8,7,5,3,47
Carny,1,8,8,7,7,8,7,5,3,47
Carny,1,8,8,7,7,8,7,5,3,47
Carny,1,8,8,7,7,8,7,5,3,47
Carny,1,8,8,7,7,8,7,5,3,47
Carny,1,8,8,7,7,8,7,5,3,47
Carny,1,8,8,7,7,8,7,5,3,47
Carny,1,8,8,7,7,8,7,5,3,47
Carny,1,8,8,7,7,8,7,5,3,47
Cullan,1,2,6,6,8,5,8,3,4,42
Cullan,1,2,6,6,8,5,8,3,4,42
Cullan,1,2,6,6,8,5,8,3,4,42
Cullan,1,2,6,6,8,5,8,3,4,42
Cullan,1,2,6,6,8,5,8,3,4,42
Cullan,1,2,6,6,8,5,8,3,4,42
Cullan,1,2,6,6,8,5,8,3,4,42
Cullan,1,2,6,6,8,5,8,3,4,42
Cullan,1,2,6,6,8,5,8,3,4,42
Cullan,1,2,6,6,8,5,8,3,4,42
Cullan,1,2,6,6,8,5,8,3,4,42
Karyn,1,14,7,5,7,8,6,3,2,42
Karyn,1,14,7,5,7,8,6,3,2,42
Karyn,1,14,7,5,7,8,6,3,2,42
Karyn,1,14,7,5,7,8,6,3,2,42
Karyn,1,14,7,5,7,8,6,3,2,42
Karyn,1,14,7,5,7,8,6,3,2,42
Karyn,1,14,7,5,7,8,6,3,2,42
Karyn,1,14,7,5,7,8,6,3,2,42
Karyn,1,14,7,5,7,8,6,3,2,42
Karyn,1,14,7,5,7,8,6,3,2,42
Karyn,1,14,7,5,7,8,6,3,2,42
Sissy,2,12,7,6,8,6,5,2,3,35
Sissy,2,12,7,6,8,6,5,2,3,35
Sissy,2,12,7,6,8,6,5,2,3,35
Sissy,2,12,7,6,8,6,5,2,3,35
Sissy,2,12,7,6,8,6,5,2,3,35
Sissy,2,12,7,6,8,6,5,2,3,35
Sissy,2,12,7,6,8,6,5,2,3,35
Sissy,2,12,7,6,8,6,5,2,3,35
Sissy,2,12,7,6,8,6,5,2,3,35
Sissy,2,12,7,6,8,6,5,2,3,35
Sissy,2,12,7,6,8,6,5,2,3,35
Sharl,1,29,5,7,5,8,7,3,4,36
Sharl,1,29,5,7,5,8,7,3,4,36
Sharl,1,29,5,7,5,8,7,3,4,36
Sharl,1,29,5,7,5,8,7,3,4,36
Sharl,1,29,5,7,5,8,7,3,4,36
Sharl,1,29,5,7,5,8,7,3,4,36
Sharl,1,29,5,7,5,8,7,3,4,36
Sharl,1,29,5,7,5,8,7,3,4,36
Sharl,1,29,5,7,5,8,7,3,4,36
Sharl,1,29,5,7,5,8,7,3,4,36
Sharl,1,29,5,7,5,8,7,3,4,36
Earlie,0,24,4,6,6,6,7,3,3,31
Earlie,0,24,4,6,6,6,7,3,3,31
Earlie,0,24,4,6,6,6,7,3,3,31
Earlie,0,24,4,6,6,6,7,3,3,31
Earlie,0,24,4,6,6,6,7,3,3,31
Earlie,0,24,4,6,6,6,7,3,3,31
Earlie,0,24,4,6,6,6,7,3,3,31
Earlie,0,24,4,6,6,6,7,3,3,31
Earlie,0,24,4,6,6,6,7,3,3,31
Earlie,0,24,4,6,6,6,7,3,3,31
Earlie,0,24,4,6,6,6,7,3,3,31
Giacobo,2,15,6,5,7,6,6,1,2,30
Giacobo,2,15,6,5,7,6,6,1,2,30
Giacobo,2,15,6,5,7,6,6,1,2,30
Giacobo,2,15,6,5,7,6,6,1,2,30
Giacobo,2,15,6,5,7,6,6,1,2,30
Giacobo,2,15,6,5,7,6,6,1,2,30
Giacobo,2,15,6,5,7,6,6,1,2,30
Giacobo,2,15,6,5,7,6,6,1,2,30
Giacobo,2,15,6,5,7,6,6,1,2,30
Giacobo,2,15,6,5,7,6,6,1,2,30
Giacobo,2,15,6,5,7,6,6,1,2,30
Rozamond,1,10,6,7,8,7,5,2,3,36
Rozamond,1,10,6,7,8,7,5,2,3,36
Rozamond,1,10,6,7,8,7,5,2,3,36
Rozamond,1,10,6,7,8,7,5,2,3,36
Rozamond,1,10,6,7,8,7,5,2,3,36
Rozamond,1,10,6,7,8,7,5,2,3,36
Rozamond,1,10,6,7,8,7,5,2,3,36
Rozamond,1,10,6,7,8,7,5,2,3,36
Rozamond,1,10,6,7,8,7,5,2,3,36
Rozamond,1,10,6,7,8,7,5,2,3,36
Rozamond,1,10,6,7,8,7,5,2,3,36
Noel,0,11,7,8,10,7,7,2,2,47
Noel,0,11,7,8,10,7,7,2,2,47
Noel,0,11,7,8,10,7,7,2,2,47
Noel,0,11,7,8,10,7,7,2,2,47
Noel,0,11,7,8,10,7,7,2,2,47
Noel,0,11,7,8,10,7,7,2,2,47
Noel,0,11,7,8,10,7,7,2,2,47
Noel,0,11,7,8,10,7,7,2,2,47
Noel,0,11,7,8,10,7,7,2,2,47
Noel,0,11,7,8,10,7,7,2,2,47
Noel,0,11,7,8,10,7,7,2,2,47
Wenonah,2,15,10,7,10,7,9,4,2,50
Wenonah,2,15,10,7,10,7,9,4,2,50
Wenonah,2,15,10,7,10,7,9,4,2,50
Wenonah,2,15,10,7,10,7,9,4,2,50
Wenonah,2,15,10,7,10,7,9,4,2,50
Wenonah,2,15,10,7,10,7,9,4,2,50
Wenonah,2,15,10,7,10,7,9,4,2,50
Wenonah,2,15,10,7,10,7,9,4,2,50
Wenonah,2,15,10,7,10,7,9,4,2,50
Wenonah,2,15,10,7,10,7,9,4,2,50
Wenonah,2,15,10,7,10,7,9,4,2,50
Lanny,2,23,9,8,6,7,6,3,3,44
Lanny,2,23,9,8,6,7,6,3,3,44
Lanny,2,23,9,8,6,7,6,3,3,44
Lanny,2,23,9,8,6,7,6,3,3,44
Lanny,2,23,9,8,6,7,6,3,3,44
Lanny,2,23,9,8,6,7,6,3,3,44
Lanny,2,23,9,8,6,7,6,3,3,44
Lanny,2,23,9,8,6,7,6,3,3,44
Lanny,2,23,9,8,6,7,6,3,3,44
Lanny,2,23,9,8,6,7,6,3,3,44
Lanny,2,23,9,8,6,7,6,3,3,44
Salvador,2,22,10,7,7,7,9,3,5,50
Salvador,2,22,10,7,7,7,9,3,5,50
Salvador,2,22,10,7,7,7,9,3,5,50
Salvador,2,22,10,7,7,7,9,3,5,50
Salvador,2,22,10,7,7,7,9,3,5,50
Salvador,2,22,10,7,7,7,9,3,5,50
Salvador,2,22,10,7,7,7,9,3,5,50
Salvador,2,22,10,7,7,7,9,3,5,50
Salvador,2,22,10,7,7,7,9,3,5,50
Salvador,2,22,10,7,7,7,9,3,5,50
Salvador,2,22,10,7,7,7,9,3,5,50
Isabeau,1,10,7,7,8,8,6,5,4,48
Isabeau,1,10,7,7,8,8,6,5,4,48
Isabeau,1,10,7,7,8,8,6,5,4,48
Isabeau,1,10,7,7,8,8,6,5,4,48
Isabeau,1,10,7,7,8,8,6,5,4,48
Isabeau,1,10,7,7,8,8,6,5,4,48
Isabeau,1,10,7,7,8,8,6,5,4,48
Isabeau,1,10,7,7,8,8,6,5,4,48
Isabeau,1,10,7,7,8,8,6,5,4,48
Isabeau,1,10,7,7,8,8,6,5,4,48
Isabeau,1,10,7,7,8,8,6,5,4,48
Thorpe,2,1,6,5,7,5,7,3,5,38
Thorpe,2,1,6,5,7,5,7,3,5,38
Thorpe,2,1,6,5,7,5,7,3,5,38
Thorpe,2,1,6,5,7,5,7,3,5,38
Thorpe,2,1,6,5,7,5,7,3,5,38
Thorpe,2,1,6,5,7,5,7,3,5,38
Thorpe,2,1,6,5,7,5,7,3,5,38
Thorpe,2,1,6,5,7,5,7,3,5,38
Thorpe,2,1,6,5,7,5,7,3,5,38
Thorpe,2,1,6,5,7,5,7,3,5,38
Thorpe,2,1,6,5,7,5,7,3,5,38
Garv,0,13,7,5,7,5,5,4,2,32
Garv,0,13,7,5,7,5,5,4,2,32
Garv,0,13,7,5,7,5,5,4,2,32
Garv,0,13,7,5,7,5,5,4,2,32
Garv,0,13,7,5,7,5,5,4,2,32
Garv,0,13,7,5,7,5,5,4,2,32
Garv,0,13,7,5,7,5,5,4,2,32
Garv,0,13,7,5,7,5,5,4,2,32
Garv,0,13,7,5,7,5,5,4,2,32
Garv,0,13,7,5,7,5,5,4,2,32
Garv,0,13,7,5,7,5,5,4,2,32
Lucia,1,25,7,4,7,7,4,3,4,34
Lucia,1,25,7,4,7,7,4,3,4,34
Lucia,1,25,7,4,7,7,4,3,4,34
Lucia,1,25,7,4,7,7,4,3,4,34
Lucia,1,25,7,4,7,7,4,3,4,34
Lucia,1,25,7,4,7,7,4,3,4,34
Lucia,1,25,7,4,7,7,4,3,4,34
Lucia,1,25,7,4,7,7,4,3,4,34
Lucia,1,25,7,4,7,7,4,3,4,34
Lucia,1,25,7,4,7,7,4,3,4,34
Lucia,1,25,7,4,7,7,4,3,4,34
Alanson,2,9,5,5,5,5,7,2,3,33
Alanson,2,9,5,5,5,5,7,2,3,33
Alanson,2,9,5,5,5,5,7,2,3,33
Alanson,2,9,5,5,5,5,7,2,3,33
Alanson,2,9,5,5,5,5,7,2,3,33
Alanson,2,9,5,5,5,5,7,2,3,33
Alanson,2,9,5,5,5,5,7,2,3,33
Alanson,2,9,5,5,5,5,7,2,3,33
Alanson,2,9,5,5,5,5,7,2,3,33
Alanson,2,9,5,5,5,5,7,2,3,33
Alanson,2,9,5,5,5,5,7,2,3,33
Lacey,2,22,7,10,7,7,8,5,4,48
Lacey,2,22,7,10,7,7,8,5,4,48
Lacey,2,22,7,10,7,7,8,5,4,48
Lacey,2,22,7,10,7,7,8,5,4,48
Lacey,2,22,7,10,7,7,8,5,4,48
Lacey,2,22,7,10,7,7,8,5,4,48
Lacey,2,22,7,10,7,7,8,5,4,48
Lacey,2,22,7,10,7,7,8,5,4,48
Lacey,2,22,7,10,7,7,8,5,4,48
Lacey,2,22,7,10,7,7,8,5,4,48
Lacey,2,22,7,10,7,7,8,5,4,48
Emmalee,1,9,9,7,6,8,9,3,3,47
Emmalee,1,9,9,7,6,8,9,3,3,47
Emmalee,1,9,9,7,6,8,9,3,3,47
Emmalee,1,9,9,7,6,8,9,3,3,47
Emmalee,1,9,9,7,6,8,9,3,3,47
Emmalee,1,9,9,7,6,8,9,3,3,47
Emmalee,1,9,9,7,6,8,9,3,3,47
Emmalee,1,9,9,7,6,8,9,3,3,47
Emmalee,1,9,9,7,6,8,9,3,3,47
Emmalee,1,9,9,7,6,8,9,3,3,47
Emmalee,1,9,9,7,6,8,9,3,3,47
Tuck,2,27,8,7,7,6,6,3,3,38
Tuck,2,27,8,7,7,6,6,3,3,38
Tuck,2,27,8,7,7,6,6,3,3,38
Tuck,2,27,8,7,7,6,6,3,3,38
Tuck,2,27,8,7,7,6,6,3,3,38
Tuck,2,27,8,7,7,6,6,3,3,38
Tuck,2,27,8,7,7,6,6,3,3,38
Tuck,2,27,8,7,7,6,6,3,3,38
Tuck,2,27,8,7,7,6,6,3,3,38
Tuck,2,27,8,7,7,6,6,3,3,38
Tuck,2,27,8,7,7,6,6,3,3,38
Bendix,2,28,6,7,5,6,7,2,3,36
Bendix,2,28,6,7,5,6,7,2,3,36
Bendix,2,28,6,7,5,6,7,2,3,36
Bendix,2,28,6,7,5,6,7,2,3,36
Bendix,2,28,6,7,5,6,7,2,3,36
Bendix,2,28,6,7,5,6,7,2,3,36
Bendix,2,28,6,7,5,6,7,2,3,36
Bendix,2,28,6,7,5,6,7,2,3,36
Bendix,2,28,6,7,5,6,7,2,3,36
Bendix,2,28,6,7,5,6,7,2,3,36
Bendix,2,28,6,7,5,6,7,2,3,36
Harriette,0,1,10,7,9,7,7,4,4,50
Harriette,0,1,10,7,9,7,7,4,4,50
Harriette,0,1,10,7,9,7,7,4,4,50
Harriette,0,1,10,7,9,7,7,4,4,50
Harriette,0,1,10,7,9,7,7,4,4,50
Harriette,0,1,10,7,9,7,7,4,4,50
Harriette,0,1,10,7,9,7,7,4,4,50
Harriette,0,1,10,7,9,7,7,4,4,50
Harriette,0,1,10,7,9,7,7,4,4,50
Harriette,0,1,10,7,9,7,7,4,4,50
Harriette,0,1,10,7,9,7,7,4,4,50
Caria,2,14,5,8,5,6,5,3,3,39
Caria,2,14,5,8,5,6,5,3,3,39
Caria,2,14,5,8,5,6,5,3,3,39
Caria,2,14,5,8,5,6,5,3,3,39
Caria,2,14,5,8,5,6,5,3,3,39
Caria,2,14,5,8,5,6,5,3,3,39
Caria,2,14,5,8,5,6,5,3,3,39
Caria,2,14,5,8,5,6,5,3,3,39
Caria,2,14,5,8,5,6,5,3,3,39
Caria,2,14,5,8,5,6,5,3,3,39
Caria,2,14,5,8,5,6,5,3,3,39
Gusta,0,21,8,8,8,8,8,2,2,42
Gusta,0,21,8,8,8,8,8,2,2,42
Gusta,0,21,8,8,8,8,8,2,2,42
Gusta,0,21,8,8,8,8,8,2,2,42
Gusta,0,21,8,8,8,8,8,2,2,42
Gusta,0,21,8,8,8,8,8,2,2,42
Gusta,0,21,8,8,8,8,8,2,2,42
Gusta,0,21,8,8,8,8,8,2,2,42
Gusta,0,21,8,8,8,8,8,2,2,42
Gusta,0,21,8,8,8,8,8,2,2,42
Gusta,0,21,8,8,8,8,8,2,2,42
Joy,0,23,8,6,8,6,5,4,2,36
Joy,0,23,8,6,8,6,5,4,2,36
Joy,0,23,8,6,8,6,5,4,2,36
Joy,0,23,8,6,8,6,5,4,2,36
Joy,0,23,8,6,8,6,5,4,2,36
Joy,0,23,8,6,8,6,5,4,2,36
Joy,0,23,8,6,8,6,5,4,2,36
Joy,0,23,8,6,8,6,5,4,2,36
Joy,0,23,8,6,8,6,5,4,2,36
Joy,0,23,8,6,8,6,5,4,2,36
Joy,0,23,8,6,8,6,5,4,2,36
Roxanne,2,20,5,5,6,5,7,3,5,35
Roxanne,2,20,5,5,6,5,7,3,5,35
Roxanne,2,20,5,5,6,5,7,3,5,35
Roxanne,2,20,5,5,6,5,7,3,5,35
Roxanne,2,20,5,5,6,5,7,3,5,35
Roxanne,2,20,5,5,6,5,7,3,5,35
Roxanne,2,20,5,5,6,5,7,3,5,35
Roxanne,2,20,5,5,6,5,7,3,5,35
Roxanne,2,20,5,5,6,5,7,3,5,35
Roxanne,2,20,5,5,6,5,7,3,5,35
Roxanne,2,20,5,5,6,5,7,3,5,35
Ilyse,1,23,8,7,8,5,6,5,5,40
Ilyse,1,23,8,7,8,5,6,5,5,40
Ilyse,1,23,8,7,8,5,6,5,5,40
Ilyse,1,23,8,7,8,5,6,5,5,40
Ilyse,1,23,8,7,8,5,6,5,5,40
Ilyse,1,23,8,7,8,5,6,5,5,40
Ilyse,1,23,8,7,8,5,6,5,5,40
Ilyse,1,23,8,7,8,5,6,5,5,40
Ilyse,1,23,8,7,8,5,6,5,5,40
Ilyse,1,23,8,7,8,5,6,5,5,40
Ilyse,1,23,8,7,8,5,6,5,5,40
Tommy,0,1,7,7,6,8,5,4,4,44
Tommy,0,1,7,7,6,8,5,4,4,44
Tommy,0,1,7,7,6,8,5,4,4,44
Tommy,0,1,7,7,6,8,5,4,4,44
Tommy,0,1,7,7,6,8,5,4,4,44
Tommy,0,1,7,7,6,8,5,4,4,44
Tommy,0,1,7,7,6,8,5,4,4,44
Tommy,0,1,7,7,6,8,5,4,4,44
Tommy,0,1,7,7,6,8,5,4,4,44
Tommy,0,1,7,7,6,8,5,4,4,44
Tommy,0,1,7,7,6,8,5,4,4,44
Langsdon,1,28,6,7,7,6,5,2,3,31
Langsdon,1,28,6,7,7,6,5,2,3,31
Langsdon,1,28,6,7,7,6,5,2,3,31
Langsdon,1,28,6,7,7,6,5,2,3,31
Langsdon,1,28,6,7,7,6,5,2,3,31
Langsdon,1,28,6,7,7,6,5,2,3,31
Langsdon,1,28,6,7,7,6,5,2,3,31
Langsdon,1,28,6,7,7,6,5,2,3,31
Langsdon,1,28,6,7,7,6,5,2,3,31
Langsdon,1,28,6,7,7,6,5,2,3,31
Langsdon,1,28,6,7,7,6,5,2,3,31
Eugenius,2,17,5,7,6,5,5,4,5,34
Eugenius,2,17,5,7,6,5,5,4,5,34
Eugenius,2,17,5,7,6,5,5,4,5,34
Eugenius,2,17,5,7,6,5,5,4,5,34
Eugenius,2,17,5,7,6,5,5,4,5,34
Eugenius,2,17,5,7,6,5,5,4,5,34
Eugenius,2,17,5,7,6,5,5,4,5,34
Eugenius,2,17,5,7,6,5,5,4,5,34
Eugenius,2,17,5,7,6,5,5,4,5,34
Eugenius,2,17,5,7,6,5,5,4,5,34
Eugenius,2,17,5,7,6,5,5,4,5,34
Floyd,2,13,8,6,6,8,7,2,2,42
Floyd,2,13,8,6,6,8,7,2,2,42
Floyd,2,13,8,6,6,8,7,2,2,42
Floyd,2,13,8,6,6,8,7,2,2,42
Floyd,2,13,8,6,6,8,7,2,2,42
Floyd,2,13,8,6,6,8,7,2,2,42
Floyd,2,13,8,6,6,8,7,2,2,42
Floyd,2,13,8,6,6,8,7,2,2,42
Floyd,2,13,8,6,6,8,7,2,2,42
Floyd,2,13,8,6,6,8,7,2,2,42
Floyd,2,13,8,6,6,8,7,2,2,42
Herold,0,7,8,7,6,6,8,5,3,44
